step,pred,label,correct,cumulative_regret
183,28,28,1,103.0000
184,32,30,0,104.0000
185,1,22,0,105.0000
186,27,47,0,106.0000
187,41,41,1,106.0000
188,33,33,1,106.0000
189,19,19,1,106.0000
190,0,0,1,106.0000
191,47,45,0,107.0000
192,32,32,1,107.0000
193,3,3,1,107.0000
194,27,20,0,108.0000
195,0,15,0,109.0000
196,5,5,1,109.0000
197,47,24,0,110.0000
198,5,16,0,111.0000
199,48,48,1,111.0000
200,3,3,1,111.0000
201,0,13,0,112.0000
202,33,33,1,112.0000
203,49,4,0,113.0000
204,5,45,0,114.0000
205,27,20,0,115.0000
206,49,34,0,116.0000
207,32,30,0,117.0000
208,32,30,0,118.0000
209,27,25,0,119.0000
210,49,4,0,120.0000
211,8,8,1,120.0000
212,6,6,1,120.0000
213,49,29,0,121.0000
214,49,36,0,122.0000
215,49,10,0,123.0000
216,48,48,1,123.0000
217,40,40,1,123.0000
218,28,28,1,123.0000
219,48,18,0,124.0000
220,0,0,1,124.0000
221,40,40,1,124.0000
222,45,12,0,125.0000
223,48,48,1,125.0000
224,2,2,1,125.0000
225,49,39,0,126.0000
226,49,36,0,127.0000
227,27,25,0,128.0000
228,48,18,0,129.0000
229,7,15,0,130.0000
230,49,46,0,131.0000
231,32,32,1,131.0000
232,4,34,0,132.0000
233,33,33,1,132.0000
234,49,34,0,133.0000
235,35,43,0,134.0000
236,33,38,0,135.0000
237,31,10,0,136.0000
238,33,38,0,137.0000
239,1,1,1,137.0000
240,48,18,0,138.0000
241,5,16,0,139.0000
242,49,36,0,140.0000
243,23,23,1,140.0000
244,33,38,0,141.0000
245,26,26,1,141.0000
246,35,35,1,141.0000
247,21,21,1,141.0000
248,35,43,0,142.0000
249,19,19,1,142.0000
250,14,26,0,143.0000
251,19,19,1,143.0000
252,0,0,1,143.0000
253,27,25,0,144.0000
254,40,40,1,144.0000
255,49,29,0,145.0000
256,47,24,0,146.0000
257,35,41,0,147.0000
258,49,9,0,148.0000
259,49,36,0,149.0000
260,33,33,1,149.0000
261,0,0,1,149.0000
262,13,26,0,150.0000
263,6,6,1,150.0000
264,47,2,0,151.0000
265,32,29,0,152.0000
266,49,10,0,153.0000
267,0,25,0,154.0000
268,35,35,1,154.0000
269,7,7,1,154.0000
270,18,18,1,154.0000
271,23,23,1,154.0000
272,27,27,1,154.0000
273,28,22,0,155.0000
274,17,17,1,155.0000
275,32,32,1,155.0000
276,14,48,0,156.0000
277,49,36,0,157.0000
278,1,1,1,157.0000
279,28,22,0,158.0000
280,32,32,1,158.0000
281,35,46,0,159.0000
282,0,0,1,159.0000
283,27,47,0,160.0000
284,49,4,0,161.0000
285,47,23,0,162.0000
286,17,17,1,162.0000
287,1,1,1,162.0000
288,49,12,0,163.0000
289,27,20,0,164.0000
290,32,30,0,165.0000
291,2,47,0,166.0000
292,41,41,1,166.0000
293,47,47,1,166.0000
294,49,10,0,167.0000
295,49,9,0,168.0000
296,23,23,1,168.0000
297,35,35,1,168.0000
298,31,31,1,168.0000
299,6,6,1,168.0000
300,32,32,1,168.0000
301,49,4,0,169.0000
302,48,48,1,169.0000
303,8,8,1,169.0000
304,47,45,0,170.0000
305,21,26,0,171.0000
306,35,41,0,172.0000
307,19,19,1,172.0000
308,8,8,1,172.0000
309,24,24,1,172.0000
310,41,41,1,172.0000
311,41,41,1,172.0000
312,48,48,1,172.0000
313,21,39,0,173.0000
314,31,31,1,173.0000
315,49,44,0,174.0000
316,27,20,0,175.0000
317,22,20,0,176.0000
318,49,11,0,177.0000
319,49,10,0,178.0000
320,35,41,0,179.0000
321,6,6,1,179.0000
322,37,37,1,179.0000
323,35,35,1,179.0000
324,49,11,0,180.0000
325,27,2,0,181.0000
326,49,10,0,182.0000
327,0,0,1,182.0000
328,49,36,0,183.0000
329,27,36,0,184.0000
330,37,42,0,185.0000
331,5,5,1,185.0000
332,5,5,1,185.0000
333,14,20,0,186.0000
334,14,14,1,186.0000
335,0,11,0,187.0000
336,35,43,0,188.0000
337,32,30,0,189.0000
338,48,18,0,190.0000
339,1,1,1,190.0000
340,47,47,1,190.0000
341,40,40,1,190.0000
342,49,10,0,191.0000
343,3,3,1,191.0000
344,28,28,1,191.0000
345,3,3,1,191.0000
346,6,6,1,191.0000
347,49,4,0,192.0000
348,45,12,0,193.0000
349,47,45,0,194.0000
350,0,0,1,194.0000
351,14,14,1,194.0000
352,48,18,0,195.0000
353,14,14,1,195.0000
354,0,13,0,196.0000
355,40,40,1,196.0000
356,1,1,1,196.0000
357,49,9,0,197.0000
358,14,14,1,197.0000
359,5,5,1,197.0000
360,14,48,0,198.0000
361,47,13,0,199.0000
362,47,45,0,200.0000
363,14,14,1,200.0000
364,47,24,0,201.0000
365,35,41,0,202.0000
366,49,15,0,203.0000
367,1,1,1,203.0000
368,49,29,0,204.0000
369,49,10,0,205.0000
370,7,7,1,205.0000
371,32,29,0,206.0000
372,47,47,1,206.0000
373,21,21,1,206.0000
374,5,45,0,207.0000
375,4,44,0,208.0000
376,49,4,0,209.0000
377,0,25,0,210.0000
378,49,44,0,211.0000
379,27,20,0,212.0000
380,3,3,1,212.0000
381,5,5,1,212.0000
382,5,16,0,213.0000
383,2,20,0,214.0000
384,0,0,1,214.0000
385,49,10,0,215.0000
386,49,15,0,216.0000
387,49,44,0,217.0000
388,2,20,0,218.0000
389,5,16,0,219.0000
390,3,3,1,219.0000
391,34,37,0,220.0000
392,49,42,0,221.0000
393,49,44,0,222.0000
394,0,0,1,222.0000
395,45,19,0,223.0000
396,3,3,1,223.0000
397,21,39,0,224.0000
398,27,27,1,224.0000
399,48,48,1,224.0000
400,5,16,0,225.0000
401,35,46,0,226.0000
402,44,34,0,227.0000
403,49,44,0,228.0000
404,47,45,0,229.0000
405,22,22,1,229.0000
406,18,18,1,229.0000
407,47,24,0,230.0000
408,19,19,1,230.0000
409,6,6,1,230.0000
410,1,39,0,231.0000
411,14,48,0,232.0000
412,35,35,1,232.0000
413,0,0,1,232.0000
414,35,46,0,233.0000
415,28,1,0,234.0000
416,49,12,0,235.0000
417,35,35,1,235.0000
418,5,45,0,236.0000
419,35,35,1,236.0000
420,23,23,1,236.0000
421,35,46,0,237.0000
422,48,18,0,238.0000
423,7,7,1,238.0000
424,6,6,1,238.0000
425,35,46,0,239.0000
426,49,34,0,240.0000
427,47,24,0,241.0000
428,31,31,1,241.0000
429,27,2,0,242.0000
430,19,19,1,242.0000
431,47,23,0,243.0000
432,35,46,0,244.0000
433,49,37,0,245.0000
434,33,33,1,245.0000
435,49,42,0,246.0000
436,6,6,1,246.0000
437,49,9,0,247.0000
438,40,40,1,247.0000
439,33,38,0,248.0000
440,48,48,1,248.0000
441,48,48,1,248.0000
442,5,16,0,249.0000
443,28,28,1,249.0000
444,37,42,0,250.0000
445,49,34,0,251.0000
446,17,17,1,251.0000
447,1,1,1,251.0000
448,3,3,1,251.0000
449,33,33,1,251.0000
450,49,9,0,252.0000
451,4,42,0,253.0000
452,27,47,0,254.0000
453,49,10,0,255.0000
454,0,37,0,256.0000
455,0,0,1,256.0000
456,47,45,0,257.0000
457,34,42,0,258.0000
458,35,35,1,258.0000
459,9,9,1,258.0000
460,49,4,0,259.0000
461,5,5,1,259.0000
462,47,24,0,260.0000
463,33,38,0,261.0000
464,27,47,0,262.0000
465,0,25,0,263.0000
466,6,6,1,263.0000
467,49,29,0,264.0000
468,37,42,0,265.0000
469,27,2,0,266.0000
470,40,40,1,266.0000
471,33,3,0,267.0000
472,0,11,0,268.0000
473,49,41,0,269.0000
474,49,23,0,270.0000
475,22,22,1,270.0000
476,19,19,1,270.0000
477,8,8,1,270.0000
478,19,19,1,270.0000
479,17,17,1,270.0000
480,32,32,1,270.0000
481,47,2,0,271.0000
482,37,42,0,272.0000
483,35,46,0,273.0000
484,33,33,1,273.0000
485,27,20,0,274.0000
486,49,15,0,275.0000
487,21,26,0,276.0000
488,5,5,1,276.0000
489,14,26,0,277.0000
490,37,42,0,278.0000
491,33,38,0,279.0000
492,18,26,0,280.0000
493,45,12,0,281.0000
494,7,7,1,281.0000
495,49,10,0,282.0000
496,33,33,1,282.0000
497,48,18,0,283.0000
498,47,20,0,284.0000
499,5,16,0,285.0000
500,21,21,1,285.0000
501,49,11,0,286.0000
502,1,39,0,287.0000
503,47,24,0,288.0000
504,4,11,0,289.0000
505,0,0,1,289.0000
506,45,18,0,290.0000
507,1,1,1,290.0000
508,27,15,0,291.0000
509,0,0,1,291.0000
510,35,46,0,292.0000
511,49,44,0,293.0000
512,41,41,1,293.0000
513,8,8,1,293.0000
514,40,40,1,293.0000
515,5,5,1,293.0000
516,3,3,1,293.0000
517,28,28,1,293.0000
518,40,40,1,293.0000
519,48,18,0,294.0000
520,49,37,0,295.0000
521,19,19,1,295.0000
522,45,23,0,296.0000
523,5,24,0,297.0000
524,40,40,1,297.0000
525,17,17,1,297.0000
526,27,2,0,298.0000
527,33,33,1,298.0000
528,35,4,0,299.0000
529,32,30,0,300.0000
530,35,43,0,301.0000
531,28,22,0,302.0000
532,4,34,0,303.0000
533,49,4,0,304.0000
534,1,1,1,304.0000
535,32,30,0,305.0000
536,45,12,0,306.0000
537,47,45,0,307.0000
538,5,16,0,308.0000
539,14,14,1,308.0000
540,35,35,1,308.0000
541,32,32,1,308.0000
542,49,11,0,309.0000
543,28,28,1,309.0000
544,49,34,0,310.0000
545,35,35,1,310.0000
546,41,41,1,310.0000
547,0,37,0,311.0000
548,14,14,1,311.0000
549,35,35,1,311.0000
550,13,26,0,312.0000
551,31,31,1,312.0000
552,6,6,1,312.0000
553,27,20,0,313.0000
554,5,5,1,313.0000
555,6,6,1,313.0000
556,35,46,0,314.0000
557,48,48,1,314.0000
558,22,22,1,314.0000
559,28,22,0,315.0000
560,49,46,0,316.0000
561,49,29,0,317.0000
562,33,33,1,317.0000
563,14,14,1,317.0000
564,33,33,1,317.0000
565,3,3,1,317.0000
566,47,45,0,318.0000
567,27,25,0,319.0000
568,3,3,1,319.0000
569,8,8,1,319.0000
570,49,29,0,320.0000
571,32,30,0,321.0000
572,1,1,1,321.0000
573,35,43,0,322.0000
574,19,19,1,322.0000
575,32,32,1,322.0000
576,35,42,0,323.0000
577,36,36,1,323.0000
578,28,28,1,323.0000
579,14,26,0,324.0000
580,2,47,0,325.0000
581,47,45,0,326.0000
582,45,12,0,327.0000
583,48,48,1,327.0000
584,47,24,0,328.0000
585,0,34,0,329.0000
586,32,29,0,330.0000
587,17,17,1,330.0000
588,0,13,0,331.0000
589,49,4,0,332.0000
590,49,24,0,333.0000
591,0,13,0,334.0000
592,5,5,1,334.0000
593,45,13,0,335.0000
594,48,48,1,335.0000
595,47,47,1,335.0000
596,1,1,1,335.0000
597,49,15,0,336.0000
598,23,23,1,336.0000
599,14,26,0,337.0000
600,49,22,0,338.0000
601,27,27,1,338.0000
602,31,31,1,338.0000
603,28,28,1,338.0000
604,32,30,0,339.0000
605,47,13,0,340.0000
606,21,48,0,341.0000
607,49,11,0,342.0000
608,27,2,0,343.0000
609,25,25,1,343.0000
610,49,8,0,344.0000
611,47,24,0,345.0000
612,3,3,1,345.0000
613,27,27,1,345.0000
614,8,8,1,345.0000
615,21,21,1,345.0000
616,37,42,0,346.0000
617,1,1,1,346.0000
618,19,19,1,346.0000
619,49,29,0,347.0000
620,14,14,1,347.0000
621,0,0,1,347.0000
622,33,38,0,348.0000
623,25,25,1,348.0000
624,49,29,0,349.0000
625,21,21,1,349.0000
626,31,31,1,349.0000
627,32,30,0,350.0000
628,21,39,0,351.0000
629,49,36,0,352.0000
630,14,26,0,353.0000
631,35,41,0,354.0000
632,4,4,1,354.0000
633,23,23,1,354.0000
634,0,0,1,354.0000
635,28,28,1,354.0000
636,0,13,0,355.0000
637,47,2,0,356.0000
638,35,43,0,357.0000
639,49,9,0,358.0000
640,41,41,1,358.0000
641,49,11,0,359.0000
642,5,17,0,360.0000
643,27,20,0,361.0000
644,49,15,0,362.0000
645,48,18,0,363.0000
646,49,13,0,364.0000
647,33,38,0,365.0000
648,19,19,1,365.0000
649,35,43,0,366.0000
650,33,33,1,366.0000
651,32,32,1,366.0000
652,32,32,1,366.0000
653,14,26,0,367.0000
654,40,40,1,367.0000
655,14,48,0,368.0000
656,0,0,1,368.0000
657,0,38,0,369.0000
658,33,38,0,370.0000
659,49,38,0,371.0000
660,5,16,0,372.0000
661,49,10,0,373.0000
662,32,30,0,374.0000
663,1,1,1,374.0000
664,6,6,1,374.0000
665,41,41,1,374.0000
666,35,10,0,375.0000
667,18,18,1,375.0000
668,1,1,1,375.0000
669,49,20,0,376.0000
670,35,35,1,376.0000
671,33,33,1,376.0000
672,21,21,1,376.0000
673,35,3,0,377.0000
674,49,42,0,378.0000
675,0,0,1,378.0000
676,5,38,0,379.0000
677,27,47,0,380.0000
678,31,31,1,380.0000
679,14,14,1,380.0000
680,14,26,0,381.0000
681,32,32,1,381.0000
682,49,36,0,382.0000
683,49,4,0,383.0000
684,36,36,1,383.0000
685,27,27,1,383.0000
686,21,21,1,383.0000
687,47,24,0,384.0000
688,21,48,0,385.0000
689,32,32,1,385.0000
690,32,32,1,385.0000
691,35,46,0,386.0000
692,1,1,1,386.0000
693,47,47,1,386.0000
694,5,16,0,387.0000
695,28,28,1,387.0000
696,1,39,0,388.0000
697,37,37,1,388.0000
698,49,4,0,389.0000
699,0,13,0,390.0000
700,6,6,1,390.0000
701,33,33,1,390.0000
702,14,14,1,390.0000
703,32,30,0,391.0000
704,40,40,1,391.0000
705,27,27,1,391.0000
706,49,44,0,392.0000
707,49,12,0,393.0000
708,32,32,1,393.0000
709,49,9,0,394.0000
710,49,44,0,395.0000
711,47,2,0,396.0000
712,21,21,1,396.0000
713,47,24,0,397.0000
714,41,41,1,397.0000
715,45,24,0,398.0000
716,7,7,1,398.0000
717,49,11,0,399.0000
718,3,3,1,399.0000
719,49,10,0,400.0000
720,2,26,0,401.0000
721,49,10,0,402.0000
722,49,21,0,403.0000
723,14,25,0,404.0000
724,35,46,0,405.0000
725,28,28,1,405.0000
726,0,13,0,406.0000
727,5,16,0,407.0000
728,0,39,0,408.0000
729,33,38,0,409.0000
730,21,31,0,410.0000
731,7,7,1,410.0000
732,37,37,1,410.0000
733,49,4,0,411.0000
734,27,47,0,412.0000
735,1,39,0,413.0000
736,48,18,0,414.0000
737,48,18,0,415.0000
738,32,32,1,415.0000
739,49,34,0,416.0000
740,35,35,1,416.0000
741,14,14,1,416.0000
742,4,34,0,417.0000
743,14,14,1,417.0000
744,2,2,1,417.0000
745,14,14,1,417.0000
746,6,6,1,417.0000
747,27,27,1,417.0000
748,41,41,1,417.0000
749,35,43,0,418.0000
750,14,14,1,418.0000
751,1,39,0,419.0000
752,45,6,0,420.0000
753,28,22,0,421.0000
754,28,28,1,421.0000
755,6,6,1,421.0000
756,27,23,0,422.0000
757,1,39,0,423.0000
758,17,17,1,423.0000
759,17,17,1,423.0000
760,36,36,1,423.0000
761,49,15,0,424.0000
762,49,11,0,425.0000
763,32,30,0,426.0000
764,47,2,0,427.0000
765,7,7,1,427.0000
766,27,25,0,428.0000
767,4,4,1,428.0000
768,49,10,0,429.0000
769,1,39,0,430.0000
770,37,37,1,430.0000
771,18,18,1,430.0000
772,27,39,0,431.0000
773,0,13,0,432.0000
774,5,24,0,433.0000
775,21,21,1,433.0000
776,35,43,0,434.0000
777,27,25,0,435.0000
778,48,48,1,435.0000
779,2,47,0,436.0000
780,37,37,1,436.0000
781,48,18,0,437.0000
782,47,24,0,438.0000
783,35,43,0,439.0000
784,6,6,1,439.0000
785,27,20,0,440.0000
786,1,39,0,441.0000
787,17,15,0,442.0000
788,0,34,0,443.0000
789,31,31,1,443.0000
790,18,18,1,443.0000
791,19,19,1,443.0000
792,0,13,0,444.0000
793,7,7,1,444.0000
794,25,24,0,445.0000
795,37,37,1,445.0000
796,35,9,0,446.0000
797,27,27,1,446.0000
798,5,16,0,447.0000
799,49,42,0,448.0000
800,0,0,1,448.0000
801,45,12,0,449.0000
802,40,40,1,449.0000
803,34,42,0,450.0000
804,0,15,0,451.0000
805,31,31,1,451.0000
806,0,34,0,452.0000
807,35,9,0,453.0000
808,4,34,0,454.0000
809,0,0,1,454.0000
810,1,39,0,455.0000
811,32,32,1,455.0000
812,14,26,0,456.0000
813,3,3,1,456.0000
814,21,21,1,456.0000
815,27,23,0,457.0000
816,14,14,1,457.0000
817,44,34,0,458.0000
818,5,16,0,459.0000
819,0,0,1,459.0000
820,31,31,1,459.0000
821,8,8,1,459.0000
822,47,45,0,460.0000
823,5,16,0,461.0000
824,35,43,0,462.0000
825,8,8,1,462.0000
826,28,28,1,462.0000
827,32,32,1,462.0000
828,27,47,0,463.0000
829,8,8,1,463.0000
830,14,12,0,464.0000
831,49,9,0,465.0000
832,8,8,1,465.0000
833,21,21,1,465.0000
834,45,6,0,466.0000
835,23,23,1,466.0000
836,7,7,1,466.0000
837,6,6,1,466.0000
838,27,15,0,467.0000
839,35,43,0,468.0000
840,21,21,1,468.0000
841,49,9,0,469.0000
842,32,32,1,469.0000
843,28,28,1,469.0000
844,49,37,0,470.0000
845,19,19,1,470.0000
846,22,26,0,471.0000
847,48,18,0,472.0000
848,49,10,0,473.0000
849,45,44,0,474.0000
850,2,47,0,475.0000
851,21,21,1,475.0000
852,49,37,0,476.0000
853,27,20,0,477.0000
854,45,12,0,478.0000
855,47,2,0,479.0000
856,49,37,0,480.0000
857,28,28,1,480.0000
858,49,9,0,481.0000
859,5,5,1,481.0000
860,47,47,1,481.0000
861,45,13,0,482.0000
862,49,36,0,483.0000
863,32,30,0,484.0000
864,5,16,0,485.0000
865,17,17,1,485.0000
866,27,25,0,486.0000
867,35,46,0,487.0000
868,33,33,1,487.0000
869,32,32,1,487.0000
870,6,6,1,487.0000
871,35,41,0,488.0000
872,47,47,1,488.0000
873,49,36,0,489.0000
874,0,0,1,489.0000
875,49,34,0,490.0000
876,31,31,1,490.0000
877,49,15,0,491.0000
878,5,16,0,492.0000
879,7,7,1,492.0000
880,49,38,0,493.0000
881,7,7,1,493.0000
882,14,14,1,493.0000
883,49,11,0,494.0000
884,7,7,1,494.0000
885,35,42,0,495.0000
886,6,6,1,495.0000
887,35,43,0,496.0000
888,47,47,1,496.0000
889,22,22,1,496.0000
890,47,24,0,497.0000
891,49,12,0,498.0000
892,5,5,1,498.0000
893,21,10,0,499.0000
894,49,33,0,500.0000
895,0,13,0,501.0000
896,28,22,0,502.0000
897,27,20,0,503.0000
898,4,4,1,503.0000
899,35,36,0,504.0000
900,21,21,1,504.0000
901,28,28,1,504.0000
902,49,11,0,505.0000
903,4,9,0,506.0000
904,19,19,1,506.0000
905,34,42,0,507.0000
906,27,20,0,508.0000
907,49,34,0,509.0000
908,18,18,1,509.0000
909,47,13,0,510.0000
910,28,28,1,510.0000
911,37,37,1,510.0000
912,23,23,1,510.0000
913,27,25,0,511.0000
914,17,17,1,511.0000
915,27,2,0,512.0000
916,48,48,1,512.0000
917,2,2,1,512.0000
918,37,37,1,512.0000
919,6,6,1,512.0000
920,5,16,0,513.0000
921,14,48,0,514.0000
922,23,23,1,514.0000
923,7,7,1,514.0000
924,0,11,0,515.0000
925,5,16,0,516.0000
926,14,14,1,516.0000
927,28,22,0,517.0000
928,27,27,1,517.0000
929,3,3,1,517.0000
930,45,24,0,518.0000
931,2,47,0,519.0000
932,48,48,1,519.0000
933,27,27,1,519.0000
934,17,17,1,519.0000
935,35,35,1,519.0000
936,49,29,0,520.0000
937,5,16,0,521.0000
938,49,11,0,522.0000
939,5,5,1,522.0000
940,1,1,1,522.0000
941,1,1,1,522.0000
942,27,34,0,523.0000
943,49,10,0,524.0000
944,7,7,1,524.0000
945,35,43,0,525.0000
946,22,22,1,525.0000
947,14,48,0,526.0000
948,49,44,0,527.0000
949,0,0,1,527.0000
950,49,9,0,528.0000
951,35,35,1,528.0000
952,27,25,0,529.0000
953,49,9,0,530.0000
954,27,27,1,530.0000
955,27,27,1,530.0000
956,17,17,1,530.0000
957,0,34,0,531.0000
958,18,26,0,532.0000
959,35,43,0,533.0000
960,27,20,0,534.0000
961,32,32,1,534.0000
962,27,27,1,534.0000
963,49,29,0,535.0000
964,14,14,1,535.0000
965,49,37,0,536.0000
966,47,47,1,536.0000
967,27,27,1,536.0000
968,1,1,1,536.0000
969,47,37,0,537.0000
970,27,20,0,538.0000
971,0,0,1,538.0000
972,8,8,1,538.0000
973,32,32,1,538.0000
974,0,0,1,538.0000
975,35,41,0,539.0000
976,49,10,0,540.0000
977,5,5,1,540.0000
978,21,21,1,540.0000
979,0,13,0,541.0000
980,49,8,0,542.0000
981,23,23,1,542.0000
982,48,48,1,542.0000
983,47,45,0,543.0000
984,23,23,1,543.0000
985,31,31,1,543.0000
986,49,11,0,544.0000
987,49,29,0,545.0000
988,0,29,0,546.0000
989,49,29,0,547.0000
990,49,34,0,548.0000
991,49,9,0,549.0000
992,21,39,0,550.0000
993,17,45,0,551.0000
994,7,7,1,551.0000
995,17,17,1,551.0000
996,49,46,0,552.0000
997,7,7,1,552.0000
998,49,36,0,553.0000
999,49,24,0,554.0000
1000,1,39,0,555.0000
1001,36,36,1,555.0000
1002,27,39,0,556.0000
1003,49,10,0,557.0000
1004,14,26,0,558.0000
1005,7,7,1,558.0000
1006,27,25,0,559.0000
1007,49,42,0,560.0000
1008,47,45,0,561.0000
1009,3,3,1,561.0000
1010,49,44,0,562.0000
1011,8,31,0,563.0000
1012,21,21,1,563.0000
1013,0,0,1,563.0000
1014,47,45,0,564.0000
1015,8,8,1,564.0000
1016,49,10,0,565.0000
1017,47,20,0,566.0000
1018,5,5,1,566.0000
1019,49,10,0,567.0000
1020,3,3,1,567.0000
1021,3,3,1,567.0000
1022,49,15,0,568.0000
1023,49,9,0,569.0000
1024,28,22,0,570.0000
1025,14,14,1,570.0000
1026,32,30,0,571.0000
1027,45,12,0,572.0000
1028,35,43,0,573.0000
1029,21,21,1,573.0000
1030,49,4,0,574.0000
1031,32,30,0,575.0000
1032,33,38,0,576.0000
1033,47,45,0,577.0000
1034,27,27,1,577.0000
1035,7,7,1,577.0000
1036,23,23,1,577.0000
1037,48,18,0,578.0000
1038,17,17,1,578.0000
1039,33,33,1,578.0000
1040,33,38,0,579.0000
1041,49,44,0,580.0000
1042,22,22,1,580.0000
1043,35,46,0,581.0000
1044,47,47,1,581.0000
1045,0,11,0,582.0000
1046,49,12,0,583.0000
1047,6,6,1,583.0000
1048,27,27,1,583.0000
1049,49,29,0,584.0000
1050,47,20,0,585.0000
1051,22,2,0,586.0000
1052,49,9,0,587.0000
1053,14,32,0,588.0000
1054,8,8,1,588.0000
1055,41,41,1,588.0000
1056,5,5,1,588.0000
1057,7,23,0,589.0000
1058,30,29,0,590.0000
1059,22,22,1,590.0000
1060,49,44,0,591.0000
1061,32,30,0,592.0000
1062,1,39,0,593.0000
1063,1,39,0,594.0000
1064,14,14,1,594.0000
1065,48,18,0,595.0000
1066,0,15,0,596.0000
1067,27,27,1,596.0000
