step,problem_id,pred,label,correct,cumulative_regret
191,191,5,45,0,101.0000
192,192,32,32,1,101.0000
193,193,3,3,1,101.0000
194,194,22,20,0,102.0000
195,195,0,15,0,103.0000
196,196,5,5,1,103.0000
197,197,24,24,1,103.0000
198,198,5,16,0,104.0000
199,199,48,48,1,104.0000
200,200,3,3,1,104.0000
201,201,34,13,0,105.0000
202,202,33,33,1,105.0000
203,203,44,4,0,106.0000
204,204,5,45,0,107.0000
205,205,26,20,0,108.0000
206,206,35,34,0,109.0000
207,207,32,30,0,110.0000
208,208,32,30,0,111.0000
209,209,27,25,0,112.0000
210,210,35,4,0,113.0000
211,211,8,8,1,113.0000
212,212,6,6,1,113.0000
213,213,48,29,0,114.0000
214,214,35,36,0,115.0000
215,215,35,10,0,116.0000
216,216,48,48,1,116.0000
217,217,40,40,1,116.0000
218,218,28,28,1,116.0000
219,219,48,18,0,117.0000
220,220,0,0,1,117.0000
221,221,40,40,1,117.0000
222,222,24,12,0,118.0000
223,223,48,48,1,118.0000
224,224,2,2,1,118.0000
225,225,32,39,0,119.0000
226,226,7,36,0,120.0000
227,227,0,25,0,121.0000
228,228,48,18,0,122.0000
229,229,7,15,0,123.0000
230,230,35,46,0,124.0000
231,231,48,32,0,125.0000
232,232,32,34,0,126.0000
233,233,33,33,1,126.0000
234,234,48,34,0,127.0000
235,235,43,43,1,127.0000
236,236,33,38,0,128.0000
237,237,31,10,0,129.0000
238,238,33,38,0,130.0000
239,239,1,1,1,130.0000
240,240,48,18,0,131.0000
241,241,5,16,0,132.0000
242,242,36,36,1,132.0000
243,243,23,23,1,132.0000
244,244,33,38,0,133.0000
245,245,26,26,1,133.0000
246,246,35,35,1,133.0000
247,247,21,21,1,133.0000
248,248,35,43,0,134.0000
249,249,19,19,1,134.0000
250,250,14,26,0,135.0000
251,251,19,19,1,135.0000
252,252,14,0,0,136.0000
253,253,49,25,0,137.0000
254,254,40,40,1,137.0000
255,255,48,29,0,138.0000
256,256,0,24,0,139.0000
257,257,41,41,1,139.0000
258,258,9,9,1,139.0000
259,259,37,36,0,140.0000
260,260,33,33,1,140.0000
261,261,0,0,1,140.0000
262,262,26,26,1,140.0000
263,263,6,6,1,140.0000
264,264,4,2,0,141.0000
265,265,48,29,0,142.0000
266,266,35,10,0,143.0000
267,267,49,25,0,144.0000
268,268,35,35,1,144.0000
269,269,7,7,1,144.0000
270,270,18,18,1,144.0000
271,271,23,23,1,144.0000
272,272,27,27,1,144.0000
273,273,22,22,1,144.0000
274,274,17,17,1,144.0000
275,275,32,32,1,144.0000
276,276,14,48,0,145.0000
277,277,37,36,0,146.0000
278,278,1,1,1,146.0000
279,279,22,22,1,146.0000
280,280,32,32,1,146.0000
281,281,46,46,1,146.0000
282,282,0,0,1,146.0000
283,283,1,47,0,147.0000
284,284,35,4,0,148.0000
285,285,23,23,1,148.0000
286,286,17,17,1,148.0000
287,287,1,1,1,148.0000
288,288,14,12,0,149.0000
289,289,2,20,0,150.0000
290,290,32,30,0,151.0000
291,291,10,47,0,152.0000
292,292,41,41,1,152.0000
293,293,1,47,0,153.0000
294,294,8,10,0,154.0000
295,295,9,9,1,154.0000
296,296,23,23,1,154.0000
297,297,35,35,1,154.0000
298,298,31,31,1,154.0000
299,299,6,6,1,154.0000
300,300,32,32,1,154.0000
301,301,4,4,1,154.0000
302,302,48,48,1,154.0000
303,303,8,8,1,154.0000
304,304,1,45,0,155.0000
305,305,26,26,1,155.0000
306,306,41,41,1,155.0000
307,307,19,19,1,155.0000
308,308,8,8,1,155.0000
309,309,24,24,1,155.0000
310,310,41,41,1,155.0000
311,311,41,41,1,155.0000
312,312,48,48,1,155.0000
313,313,0,39,0,156.0000
314,314,31,31,1,156.0000
315,315,8,44,0,157.0000
316,316,10,20,0,158.0000
317,317,1,20,0,159.0000
318,318,34,11,0,160.0000
319,319,10,10,1,160.0000
320,320,41,41,1,160.0000
321,321,6,6,1,160.0000
322,322,37,37,1,160.0000
323,323,35,35,1,160.0000
324,324,34,11,0,161.0000
325,325,2,2,1,161.0000
326,326,10,10,1,161.0000
327,327,0,0,1,161.0000
328,328,49,36,0,162.0000
329,329,27,36,0,163.0000
330,330,49,42,0,164.0000
331,331,5,5,1,164.0000
332,332,5,5,1,164.0000
333,333,10,20,0,165.0000
334,334,14,14,1,165.0000
335,335,34,11,0,166.0000
336,336,43,43,1,166.0000
337,337,30,30,1,166.0000
338,338,48,18,0,167.0000
339,339,1,1,1,167.0000
340,340,49,47,0,168.0000
341,341,40,40,1,168.0000
342,342,10,10,1,168.0000
343,343,3,3,1,168.0000
344,344,22,28,0,169.0000
345,345,3,3,1,169.0000
346,346,6,6,1,169.0000
347,347,4,4,1,169.0000
348,348,24,12,0,170.0000
349,349,19,45,0,171.0000
350,350,0,0,1,171.0000
351,351,14,14,1,171.0000
352,352,48,18,0,172.0000
353,353,14,14,1,172.0000
354,354,49,13,0,173.0000
355,355,40,40,1,173.0000
356,356,1,1,1,173.0000
357,357,9,9,1,173.0000
358,358,14,14,1,173.0000
359,359,5,5,1,173.0000
360,360,10,48,0,174.0000
361,361,48,13,0,175.0000
362,362,49,45,0,176.0000
363,363,14,14,1,176.0000
364,364,49,24,0,177.0000
365,365,41,41,1,177.0000
366,366,49,15,0,178.0000
367,367,1,1,1,178.0000
368,368,9,29,0,179.0000
369,369,10,10,1,179.0000
370,370,7,7,1,179.0000
371,371,32,29,0,180.0000
372,372,18,47,0,181.0000
373,373,21,21,1,181.0000
374,374,16,45,0,182.0000
375,375,46,44,0,183.0000
376,376,4,4,1,183.0000
377,377,1,25,0,184.0000
378,378,30,44,0,185.0000
379,379,20,20,1,185.0000
380,380,3,3,1,185.0000
381,381,5,5,1,185.0000
382,382,5,16,0,186.0000
383,383,20,20,1,186.0000
384,384,0,0,1,186.0000
385,385,10,10,1,186.0000
386,386,49,15,0,187.0000
387,387,46,44,0,188.0000
388,388,18,20,0,189.0000
389,389,5,16,0,190.0000
390,390,3,3,1,190.0000
391,391,37,37,1,190.0000
392,392,26,42,0,191.0000
393,393,36,44,0,192.0000
394,394,0,0,1,192.0000
395,395,19,19,1,192.0000
396,396,3,3,1,192.0000
397,397,49,39,0,193.0000
398,398,27,27,1,193.0000
399,399,48,48,1,193.0000
400,400,5,16,0,194.0000
401,401,46,46,1,194.0000
402,402,1,34,0,195.0000
403,403,37,44,0,196.0000
404,404,49,45,0,197.0000
405,405,22,22,1,197.0000
406,406,18,18,1,197.0000
407,407,49,24,0,198.0000
408,408,19,19,1,198.0000
409,409,6,6,1,198.0000
410,410,1,39,0,199.0000
411,411,10,48,0,200.0000
412,412,35,35,1,200.0000
413,413,0,0,1,200.0000
414,414,46,46,1,200.0000
415,415,1,1,1,200.0000
416,416,18,12,0,201.0000
417,417,35,35,1,201.0000
418,418,49,45,0,202.0000
419,419,35,35,1,202.0000
420,420,23,23,1,202.0000
421,421,35,46,0,203.0000
422,422,48,18,0,204.0000
423,423,7,7,1,204.0000
424,424,6,6,1,204.0000
425,425,46,46,1,204.0000
426,426,49,34,0,205.0000
427,427,24,24,1,205.0000
428,428,31,31,1,205.0000
429,429,2,2,1,205.0000
430,430,19,19,1,205.0000
431,431,23,23,1,205.0000
432,432,46,46,1,205.0000
433,433,37,37,1,205.0000
434,434,33,33,1,205.0000
435,435,22,42,0,206.0000
436,436,6,6,1,206.0000
437,437,9,9,1,206.0000
438,438,40,40,1,206.0000
439,439,33,38,0,207.0000
440,440,49,48,0,208.0000
441,441,48,48,1,208.0000
442,442,5,16,0,209.0000
443,443,22,28,0,210.0000
444,444,22,42,0,211.0000
445,445,49,34,0,212.0000
446,446,17,17,1,212.0000
447,447,1,1,1,212.0000
448,448,3,3,1,212.0000
449,449,33,33,1,212.0000
450,450,9,9,1,212.0000
451,451,24,42,0,213.0000
452,452,49,47,0,214.0000
453,453,10,10,1,214.0000
454,454,37,37,1,214.0000
455,455,0,0,1,214.0000
456,456,49,45,0,215.0000
457,457,49,42,0,216.0000
458,458,35,35,1,216.0000
459,459,9,9,1,216.0000
460,460,4,4,1,216.0000
461,461,5,5,1,216.0000
462,462,24,24,1,216.0000
463,463,49,38,0,217.0000
464,464,49,47,0,218.0000
465,465,49,25,0,219.0000
466,466,6,6,1,219.0000
467,467,30,29,0,220.0000
468,468,49,42,0,221.0000
469,469,2,2,1,221.0000
470,470,40,40,1,221.0000
471,471,3,3,1,221.0000
472,472,49,11,0,222.0000
473,473,41,41,1,222.0000
474,474,23,23,1,222.0000
475,475,22,22,1,222.0000
476,476,19,19,1,222.0000
477,477,8,8,1,222.0000
478,478,19,19,1,222.0000
479,479,17,17,1,222.0000
480,480,47,32,0,223.0000
481,481,2,2,1,223.0000
482,482,49,42,0,224.0000
483,483,46,46,1,224.0000
484,484,33,33,1,224.0000
485,485,20,20,1,224.0000
486,486,40,15,0,225.0000
487,487,26,26,1,225.0000
488,488,5,5,1,225.0000
489,489,26,26,1,225.0000
490,490,49,42,0,226.0000
491,491,48,38,0,227.0000
492,492,26,26,1,227.0000
493,493,20,12,0,228.0000
494,494,7,7,1,228.0000
495,495,10,10,1,228.0000
496,496,33,33,1,228.0000
497,497,18,18,1,228.0000
498,498,20,20,1,228.0000
499,499,5,16,0,229.0000
500,500,21,21,1,229.0000
501,501,11,11,1,229.0000
502,502,10,39,0,230.0000
503,503,24,24,1,230.0000
504,504,4,11,0,231.0000
505,505,0,0,1,231.0000
506,506,48,18,0,232.0000
507,507,1,1,1,232.0000
508,508,49,15,0,233.0000
509,509,0,0,1,233.0000
510,510,46,46,1,233.0000
511,511,1,44,0,234.0000
512,512,41,41,1,234.0000
513,513,8,8,1,234.0000
514,514,40,40,1,234.0000
515,515,5,5,1,234.0000
516,516,3,3,1,234.0000
517,517,28,28,1,234.0000
518,518,40,40,1,234.0000
519,519,18,18,1,234.0000
520,520,37,37,1,234.0000
521,521,19,19,1,234.0000
522,522,23,23,1,234.0000
523,523,49,24,0,235.0000
524,524,40,40,1,235.0000
525,525,17,17,1,235.0000
526,526,2,2,1,235.0000
527,527,33,33,1,235.0000
528,528,4,4,1,235.0000
529,529,49,30,0,236.0000
530,530,46,43,0,237.0000
531,531,22,22,1,237.0000
532,532,49,34,0,238.0000
533,533,4,4,1,238.0000
534,534,1,1,1,238.0000
535,535,49,30,0,239.0000
536,536,24,12,0,240.0000
537,537,24,45,0,241.0000
538,538,5,16,0,242.0000
539,539,14,14,1,242.0000
540,540,35,35,1,242.0000
541,541,32,32,1,242.0000
542,542,11,11,1,242.0000
543,543,28,28,1,242.0000
544,544,49,34,0,243.0000
545,545,35,35,1,243.0000
546,546,41,41,1,243.0000
547,547,37,37,1,243.0000
548,548,14,14,1,243.0000
549,549,35,35,1,243.0000
550,550,26,26,1,243.0000
551,551,31,31,1,243.0000
552,552,6,6,1,243.0000
553,553,20,20,1,243.0000
554,554,5,5,1,243.0000
555,555,6,6,1,243.0000
556,556,46,46,1,243.0000
557,557,48,48,1,243.0000
558,558,22,22,1,243.0000
559,559,22,22,1,243.0000
560,560,46,46,1,243.0000
561,561,49,29,0,244.0000
562,562,33,33,1,244.0000
563,563,14,14,1,244.0000
564,564,33,33,1,244.0000
565,565,3,3,1,244.0000
566,566,24,45,0,245.0000
567,567,49,25,0,246.0000
568,568,3,3,1,246.0000
569,569,8,8,1,246.0000
570,570,49,29,0,247.0000
571,571,49,30,0,248.0000
572,572,1,1,1,248.0000
573,573,46,43,0,249.0000
574,574,19,19,1,249.0000
575,575,32,32,1,249.0000
576,576,865,42,0,250.0000
577,577,36,36,1,250.0000
578,578,20,28,0,251.0000
579,579,26,26,1,251.0000
580,580,49,47,0,252.0000
581,581,24,45,0,253.0000
582,582,49,12,0,254.0000
583,583,10,48,0,255.0000
584,584,24,24,1,255.0000
585,585,49,34,0,256.0000
586,586,49,29,0,257.0000
587,587,17,17,1,257.0000
588,588,0,13,0,258.0000
589,589,4,4,1,258.0000
590,590,49,24,0,259.0000
591,591,0,13,0,260.0000
592,592,5,5,1,260.0000
593,593,49,13,0,261.0000
594,594,48,48,1,261.0000
595,595,49,47,0,262.0000
596,596,1,1,1,262.0000
597,597,49,15,0,263.0000
598,598,23,23,1,263.0000
599,599,26,26,1,263.0000
600,600,22,22,1,263.0000
601,601,27,27,1,263.0000
602,602,31,31,1,263.0000
603,603,28,28,1,263.0000
604,604,30,30,1,263.0000
605,605,49,13,0,264.0000
606,606,10,48,0,265.0000
607,607,11,11,1,265.0000
608,608,2,2,1,265.0000
609,609,49,25,0,266.0000
610,610,8,8,1,266.0000
611,611,24,24,1,266.0000
612,612,3,3,1,266.0000
613,613,27,27,1,266.0000
614,614,8,8,1,266.0000
615,615,21,21,1,266.0000
616,616,49,42,0,267.0000
617,617,1,1,1,267.0000
618,618,19,19,1,267.0000
619,619,49,29,0,268.0000
620,620,14,14,1,268.0000
621,621,0,0,1,268.0000
622,622,49,38,0,269.0000
623,623,49,25,0,270.0000
624,624,49,29,0,271.0000
625,625,21,21,1,271.0000
626,626,31,31,1,271.0000
627,627,30,30,1,271.0000
628,628,49,39,0,272.0000
629,629,36,36,1,272.0000
630,630,26,26,1,272.0000
631,631,41,41,1,272.0000
632,632,4,4,1,272.0000
633,633,23,23,1,272.0000
634,634,0,0,1,272.0000
635,635,22,28,0,273.0000
636,636,49,13,0,274.0000
637,637,49,2,0,275.0000
638,638,46,43,0,276.0000
639,639,9,9,1,276.0000
640,640,41,41,1,276.0000
641,641,49,11,0,277.0000
642,642,5,17,0,278.0000
643,643,20,20,1,278.0000
644,644,49,15,0,279.0000
645,645,18,18,1,279.0000
646,646,49,13,0,280.0000
647,647,49,38,0,281.0000
648,648,19,19,1,281.0000
649,649,46,43,0,282.0000
650,650,33,33,1,282.0000
651,651,32,32,1,282.0000
652,652,32,32,1,282.0000
653,653,26,26,1,282.0000
654,654,40,40,1,282.0000
655,655,10,48,0,283.0000
656,656,0,0,1,283.0000
657,657,49,38,0,284.0000
658,658,49,38,0,285.0000
659,659,49,38,0,286.0000
660,660,5,16,0,287.0000
661,661,10,10,1,287.0000
662,662,30,30,1,287.0000
663,663,1,1,1,287.0000
664,664,6,6,1,287.0000
665,665,41,41,1,287.0000
666,666,10,10,1,287.0000
667,667,18,18,1,287.0000
668,668,1,1,1,287.0000
669,669,20,20,1,287.0000
670,670,35,35,1,287.0000
671,671,33,33,1,287.0000
672,672,21,21,1,287.0000
673,673,3,3,1,287.0000
674,674,37,42,0,288.0000
675,675,21,0,0,289.0000
676,676,49,38,0,290.0000
677,677,49,47,0,291.0000
678,678,31,31,1,291.0000
679,679,14,14,1,291.0000
680,680,26,26,1,291.0000
681,681,32,32,1,291.0000
682,682,49,36,0,292.0000
683,683,4,4,1,292.0000
684,684,36,36,1,292.0000
685,685,27,27,1,292.0000
686,686,21,21,1,292.0000
687,687,24,24,1,292.0000
688,688,10,48,0,293.0000
689,689,32,32,1,293.0000
690,690,32,32,1,293.0000
691,691,46,46,1,293.0000
692,692,1,1,1,293.0000
693,693,49,47,0,294.0000
694,694,5,16,0,295.0000
695,695,22,28,0,296.0000
696,696,49,39,0,297.0000
697,697,37,37,1,297.0000
698,698,4,4,1,297.0000
699,699,49,13,0,298.0000
700,700,6,6,1,298.0000
701,701,33,33,1,298.0000
702,702,14,14,1,298.0000
703,703,30,30,1,298.0000
704,704,40,40,1,298.0000
705,705,27,27,1,298.0000
706,706,23,44,0,299.0000
707,707,49,12,0,300.0000
708,708,32,32,1,300.0000
709,709,9,9,1,300.0000
710,710,49,44,0,301.0000
711,711,2,2,1,301.0000
712,712,21,21,1,301.0000
713,713,24,24,1,301.0000
714,714,41,41,1,301.0000
715,715,24,24,1,301.0000
716,716,7,7,1,301.0000
717,717,11,11,1,301.0000
718,718,3,3,1,301.0000
719,719,10,10,1,301.0000
720,720,26,26,1,301.0000
721,721,10,10,1,301.0000
722,722,21,21,1,301.0000
723,723,49,25,0,302.0000
724,724,46,46,1,302.0000
725,725,28,28,1,302.0000
726,726,49,13,0,303.0000
727,727,21,16,0,304.0000
728,728,49,39,0,305.0000
729,729,49,38,0,306.0000
730,730,49,31,0,307.0000
731,731,7,7,1,307.0000
732,732,37,37,1,307.0000
733,733,4,4,1,307.0000
734,734,49,47,0,308.0000
735,735,49,39,0,309.0000
736,736,18,18,1,309.0000
737,737,18,18,1,309.0000
738,738,32,32,1,309.0000
739,739,49,34,0,310.0000
740,740,35,35,1,310.0000
741,741,14,14,1,310.0000
742,742,49,34,0,311.0000
743,743,14,14,1,311.0000
744,744,2,2,1,311.0000
745,745,14,14,1,311.0000
746,746,6,6,1,311.0000
747,747,27,27,1,311.0000
748,748,41,41,1,311.0000
749,749,35,43,0,312.0000
750,750,14,14,1,312.0000
751,751,1,39,0,313.0000
752,752,6,6,1,313.0000
753,753,22,22,1,313.0000
754,754,22,28,0,314.0000
755,755,6,6,1,314.0000
756,756,23,23,1,314.0000
757,757,49,39,0,315.0000
758,758,49,17,0,316.0000
759,759,17,17,1,316.0000
760,760,36,36,1,316.0000
761,761,49,15,0,317.0000
762,762,11,11,1,317.0000
763,763,30,30,1,317.0000
764,764,2,2,1,317.0000
765,765,7,7,1,317.0000
766,766,49,25,0,318.0000
767,767,4,4,1,318.0000
768,768,10,10,1,318.0000
769,769,1,39,0,319.0000
770,770,37,37,1,319.0000
771,771,18,18,1,319.0000
772,772,49,39,0,320.0000
773,773,49,13,0,321.0000
774,774,24,24,1,321.0000
775,775,21,21,1,321.0000
776,776,46,43,0,322.0000
777,777,49,25,0,323.0000
778,778,10,48,0,324.0000
779,779,49,47,0,325.0000
780,780,37,37,1,325.0000
781,781,26,18,0,326.0000
782,782,24,24,1,326.0000
783,783,35,43,0,327.0000
784,784,6,6,1,327.0000
785,785,20,20,1,327.0000
786,786,49,39,0,328.0000
787,787,49,15,0,329.0000
788,788,49,34,0,330.0000
789,789,31,31,1,330.0000
790,790,18,18,1,330.0000
791,791,19,19,1,330.0000
792,792,49,13,0,331.0000
793,793,7,7,1,331.0000
794,794,24,24,1,331.0000
795,795,37,37,1,331.0000
796,796,9,9,1,331.0000
797,797,27,27,1,331.0000
798,798,5,16,0,332.0000
799,799,49,42,0,333.0000
800,800,0,0,1,333.0000
801,801,24,12,0,334.0000
802,802,40,40,1,334.0000
803,803,49,42,0,335.0000
804,804,49,15,0,336.0000
805,805,31,31,1,336.0000
806,806,49,34,0,337.0000
807,807,9,9,1,337.0000
808,808,24,34,0,338.0000
809,809,0,0,1,338.0000
810,810,49,39,0,339.0000
811,811,32,32,1,339.0000
812,812,26,26,1,339.0000
813,813,3,3,1,339.0000
814,814,21,21,1,339.0000
815,815,23,23,1,339.0000
816,816,14,14,1,339.0000
817,817,49,34,0,340.0000
818,818,5,16,0,341.0000
819,819,0,0,1,341.0000
820,820,31,31,1,341.0000
821,821,49,8,0,342.0000
822,822,49,45,0,343.0000
823,823,21,16,0,344.0000
824,824,34,43,0,345.0000
825,825,8,8,1,345.0000
826,826,28,28,1,345.0000
827,827,32,32,1,345.0000
828,828,49,47,0,346.0000
829,829,8,8,1,346.0000
830,830,49,12,0,347.0000
831,831,9,9,1,347.0000
832,832,8,8,1,347.0000
833,833,21,21,1,347.0000
834,834,6,6,1,347.0000
835,835,23,23,1,347.0000
836,836,7,7,1,347.0000
837,837,6,6,1,347.0000
838,838,49,15,0,348.0000
839,839,34,43,0,349.0000
840,840,21,21,1,349.0000
841,841,9,9,1,349.0000
842,842,32,32,1,349.0000
843,843,28,28,1,349.0000
844,844,37,37,1,349.0000
845,845,19,19,1,349.0000
846,846,26,26,1,349.0000
847,847,48,18,0,350.0000
848,848,10,10,1,350.0000
849,849,49,44,0,351.0000
850,850,49,47,0,352.0000
851,851,21,21,1,352.0000
852,852,37,37,1,352.0000
853,853,20,20,1,352.0000
854,854,49,12,0,353.0000
855,855,2,2,1,353.0000
856,856,49,37,0,354.0000
857,857,28,28,1,354.0000
858,858,9,9,1,354.0000
859,859,21,5,0,355.0000
860,860,49,47,0,356.0000
861,861,49,13,0,357.0000
862,862,36,36,1,357.0000
863,863,30,30,1,357.0000
864,864,21,16,0,358.0000
865,865,17,17,1,358.0000
866,866,49,25,0,359.0000
867,867,35,46,0,360.0000
868,868,33,33,1,360.0000
869,869,32,32,1,360.0000
870,870,6,6,1,360.0000
871,871,41,41,1,360.0000
872,872,49,47,0,361.0000
873,873,49,36,0,362.0000
874,874,0,0,1,362.0000
875,875,49,34,0,363.0000
876,876,49,31,0,364.0000
877,877,49,15,0,365.0000
878,878,21,16,0,366.0000
879,879,7,7,1,366.0000
880,880,49,38,0,367.0000
881,881,7,7,1,367.0000
882,882,14,14,1,367.0000
883,883,11,11,1,367.0000
884,884,7,7,1,367.0000
885,885,49,42,0,368.0000
886,886,6,6,1,368.0000
887,887,46,43,0,369.0000
888,888,49,47,0,370.0000
889,889,22,22,1,370.0000
890,890,24,24,1,370.0000
891,891,49,12,0,371.0000
892,892,49,5,0,372.0000
893,893,10,10,1,372.0000
894,894,49,33,0,373.0000
895,895,49,13,0,374.0000
896,896,22,22,1,374.0000
897,897,49,20,0,375.0000
898,898,4,4,1,375.0000
899,899,36,36,1,375.0000
900,900,21,21,1,375.0000
901,901,28,28,1,375.0000
902,902,11,11,1,375.0000
903,903,9,9,1,375.0000
904,904,19,19,1,375.0000
905,905,49,42,0,376.0000
906,906,20,20,1,376.0000
907,907,49,34,0,377.0000
908,908,18,18,1,377.0000
909,909,49,13,0,378.0000
910,910,22,28,0,379.0000
911,911,37,37,1,379.0000
912,912,23,23,1,379.0000
913,913,49,25,0,380.0000
914,914,17,17,1,380.0000
915,915,49,2,0,381.0000
916,916,48,48,1,381.0000
917,917,2,2,1,381.0000
918,918,37,37,1,381.0000
919,919,6,6,1,381.0000
920,920,21,16,0,382.0000
921,921,10,48,0,383.0000
922,922,23,23,1,383.0000
923,923,7,7,1,383.0000
924,924,49,11,0,384.0000
925,925,49,16,0,385.0000
926,926,14,14,1,385.0000
927,927,22,22,1,385.0000
928,928,27,27,1,385.0000
929,929,3,3,1,385.0000
