step,problem_id,n_icl,greedy_reward,cumulative_regret,accepted_into_mem,kl_loss_batch,batch_idx
153,abc304_d,3,0.0000,84.0000,1,0.039524,15
154,3613,3,0.0000,84.0000,1,0.039524,15
155,3381,3,0.6667,84.0000,1,0.039524,15
156,3686,3,0.5000,84.0000,1,0.039524,15
157,3328,3,0.5000,84.0000,1,0.039524,15
158,abc322_b,3,1.0000,84.0000,1,0.039524,15
159,3468,3,0.0000,84.0000,1,0.039524,15
160,3658,3,0.3333,88.1667,1,0.049272,16
161,2855,3,1.0000,88.1667,1,0.049272,16
162,2817,3,0.5000,88.1667,1,0.049272,16
163,3496,3,0.0000,88.1667,1,0.049272,16
164,3784,3,0.5000,88.1667,1,0.049272,16
165,arc188_d,3,0.5000,88.1667,1,0.049272,16
166,3654,3,0.0000,88.1667,1,0.049272,16
167,3163,3,1.0000,88.1667,1,0.049272,16
168,abc347_b,3,1.0000,88.1667,1,0.049272,16
169,abc330_b,3,1.0000,88.1667,1,0.049272,16
170,3696,3,1.0000,93.6667,1,0.050334,17
171,3487,3,0.5000,93.6667,1,0.050334,17
172,3000,3,1.0000,93.6667,1,0.050334,17
173,abc385_d,3,0.0000,93.6667,1,0.050334,17
174,abc354_c,3,0.0000,93.6667,1,0.050334,17
175,3723,3,0.0000,93.6667,1,0.050334,17
176,3591,3,0.0000,93.6667,1,0.050334,17
177,3226,3,1.0000,93.6667,1,0.050334,17
178,abc343_b,3,1.0000,93.6667,1,0.050334,17
179,abc322_e,3,0.0000,93.6667,1,0.050334,17
180,3603,3,0.0000,100.5833,1,0.055038,18
181,abc362_d,3,0.0000,100.5833,1,0.055038,18
182,arc195_c,3,0.0000,100.5833,1,0.055038,18
183,2870,3,1.0000,100.5833,1,0.055038,18
184,abc386_d,3,0.7500,100.5833,1,0.055038,18
185,abc355_a,3,0.3333,100.5833,1,0.055038,18
186,1883_C,3,0.0000,100.5833,1,0.055038,18
187,3634,3,1.0000,100.5833,1,0.055038,18
188,abc301_f,3,0.0000,100.5833,1,0.055038,18
189,abc369_c,3,0.0000,100.5833,1,0.055038,18
190,3466,3,0.0000,106.8333,1,0.047074,19
191,3174,3,0.3333,106.8333,1,0.047074,19
192,3292,3,0.0000,106.8333,1,0.047074,19
193,abc310_d,3,0.2500,106.8333,1,0.047074,19
194,3423,3,1.0000,106.8333,1,0.047074,19
195,abc355_c,3,1.0000,106.8333,1,0.047074,19
196,3081,3,0.6667,106.8333,1,0.047074,19
197,3317,3,0.0000,106.8333,1,0.047074,19
198,3770,3,0.0000,106.8333,1,0.047074,19
199,3511,3,0.5000,106.8333,1,0.047074,19
200,abc395_c,3,0.3333,114.3333,1,0.046314,20
201,abc343_c,3,1.0000,114.3333,1,0.046314,20
202,abc351_f,3,0.0000,114.3333,1,0.046314,20
203,abc369_b,3,0.0000,114.3333,1,0.046314,20
204,3743,3,0.3333,114.3333,1,0.046314,20
205,abc324_c,3,0.0000,114.3333,1,0.046314,20
206,abc333_d,3,0.3333,114.3333,1,0.046314,20
207,3362,3,0.0000,114.3333,1,0.046314,20
208,3639,3,0.5000,114.3333,1,0.046314,20
209,2884,3,0.0000,114.3333,1,0.046314,20
210,abc352_c,3,0.0000,121.1667,1,0.067645,21
211,abc350_e,3,0.0000,121.1667,1,0.067645,21
212,arc191_c,3,0.0000,121.1667,1,0.067645,21
213,abc318_c,3,0.3333,121.1667,1,0.067645,21
214,3720,3,0.5000,121.1667,1,0.067645,21
215,abc320_c,3,0.3333,121.1667,1,0.067645,21
216,3394,3,0.5000,121.1667,1,0.067645,21
217,arc196_d,3,0.0000,121.1667,1,0.067645,21
218,3361,3,0.5000,121.1667,1,0.067645,21
219,3034,3,1.0000,121.1667,1,0.067645,21
220,abc344_d,3,0.0000,128.1667,1,0.052681,22
221,3621,3,0.3333,128.1667,1,0.052681,22
222,3372,3,0.6667,128.1667,1,0.052681,22
223,abc338_f,3,0.0000,128.1667,1,0.052681,22
224,arc189_c,3,0.0000,128.1667,1,0.052681,22
225,abc308_e,3,0.3333,128.1667,1,0.052681,22
226,3313,3,0.3333,128.1667,1,0.052681,22
227,abc400_g,3,0.0000,128.1667,1,0.052681,22
228,abc358_c,3,0.3333,128.1667,1,0.052681,22
229,2792,3,1.0000,128.1667,1,0.052681,22
230,3492,3,0.0000,133.8333,1,0.047859,23
231,abc374_c,3,0.3333,133.8333,1,0.047859,23
232,abc344_e,3,0.0000,133.8333,1,0.047859,23
233,abc380_e,3,1.0000,133.8333,1,0.047859,23
234,abc348_b,3,1.0000,133.8333,1,0.047859,23
235,3525,3,0.0000,133.8333,1,0.047859,23
236,abc365_a,3,1.0000,133.8333,1,0.047859,23
237,abc304_e,3,0.0000,133.8333,1,0.047859,23
238,3552,3,1.0000,133.8333,1,0.047859,23
239,3171,3,0.0000,133.8333,1,0.047859,23
240,arc185_b,3,0.0000,140.8333,1,0.033630,24
241,abc302_c,3,0.0000,140.8333,1,0.033630,24
242,abc368_c,3,0.0000,140.8333,1,0.033630,24
243,3555,3,1.0000,140.8333,1,0.033630,24
244,abc303_e,3,0.0000,140.8333,1,0.033630,24
245,3236,3,1.0000,140.8333,1,0.033630,24
246,3560,3,0.0000,140.8333,1,0.033630,24
247,abc372_e,3,0.0000,140.8333,1,0.033630,24
248,abc311_d,3,0.0000,140.8333,1,0.033630,24
249,abc373_a,3,1.0000,140.8333,1,0.033630,24
250,3685,3,1.0000,143.5833,1,0.041783,25
251,abc359_e,3,0.0000,143.5833,1,0.041783,25
252,abc321_d,3,1.0000,143.5833,1,0.041783,25
253,abc341_b,3,0.0000,143.5833,1,0.041783,25
254,3464,3,0.2500,143.5833,1,0.041783,25
255,abc398_b,3,1.0000,143.5833,1,0.041783,25
256,3320,3,1.0000,143.5833,1,0.041783,25
257,abc306_e,3,1.0000,143.5833,1,0.041783,25
258,abc351_a,3,1.0000,143.5833,1,0.041783,25
259,3753,3,1.0000,143.5833,1,0.041783,25
260,3446,3,1.0000,148.7500,1,0.035543,26
261,1899_B,3,0.0000,148.7500,1,0.035543,26
262,3279,3,0.5000,148.7500,1,0.035543,26
263,abc314_b,3,1.0000,148.7500,1,0.035543,26
264,abc370_f,3,0.0000,148.7500,1,0.035543,26
265,3788,3,1.0000,148.7500,1,0.035543,26
266,abc359_b,3,0.3333,148.7500,1,0.035543,26
267,3297,3,1.0000,148.7500,1,0.035543,26
268,3676,3,0.0000,148.7500,1,0.035543,26
269,3763,3,0.0000,148.7500,1,0.035543,26
270,abc366_a,3,1.0000,155.4167,1,0.034284,27
271,abc366_e,3,0.3333,155.4167,1,0.034284,27
272,abc392_c,3,0.0000,155.4167,1,0.034284,27
273,2833,3,0.0000,155.4167,1,0.034284,27
274,3351,3,1.0000,155.4167,1,0.034284,27
275,3649,3,0.5000,155.4167,1,0.034284,27
276,abc301_c,3,0.5000,155.4167,1,0.034284,27
277,abc344_b,3,0.0000,155.4167,1,0.034284,27
278,abc399_c,3,0.0000,155.4167,1,0.034284,27
279,abc380_f,3,0.0000,155.4167,1,0.034284,27
280,abc367_c,3,1.0000,160.4167,1,0.026390,28
281,3629,3,0.0000,160.4167,1,0.026390,28
282,abc322_a,3,1.0000,160.4167,1,0.026390,28
283,2979,3,0.0000,160.4167,1,0.026390,28
284,3331,3,1.0000,160.4167,1,0.026390,28
285,abc397_a,3,1.0000,160.4167,1,0.026390,28
286,arc193_a,3,0.0000,160.4167,1,0.026390,28
287,abc361_a,3,1.0000,160.4167,1,0.026390,28
288,abc328_e,3,0.0000,160.4167,1,0.026390,28
289,3518,3,0.0000,160.4167,1,0.026390,28
290,3306,3,1.0000,165.7500,1,0.030435,29
291,2882,3,1.0000,165.7500,1,0.030435,29
292,abc374_g,3,0.0000,165.7500,1,0.030435,29
293,3617,3,0.0000,165.7500,1,0.030435,29
294,abc358_d,3,0.6667,165.7500,1,0.030435,29
295,abc371_a,3,1.0000,165.7500,1,0.030435,29
296,abc343_a,3,0.0000,165.7500,1,0.030435,29
297,abc376_d,3,0.0000,165.7500,1,0.030435,29
298,2786,3,0.0000,165.7500,1,0.030435,29
299,2828,3,1.0000,165.7500,1,0.030435,29
300,3456,3,0.0000,171.9167,1,0.029590,30
301,3299,3,0.5000,171.9167,1,0.029590,30
302,2810,3,0.5000,171.9167,1,0.029590,30
303,3527,3,0.0000,171.9167,1,0.029590,30
304,3476,3,1.0000,171.9167,1,0.029590,30
305,3495,3,0.5000,171.9167,1,0.029590,30
306,abc339_c,3,0.3333,171.9167,1,0.029590,30
307,3194,3,1.0000,171.9167,1,0.029590,30
308,abc363_f,3,0.0000,171.9167,1,0.029590,30
309,abc394_f,3,0.0000,171.9167,1,0.029590,30
310,abc366_c,3,1.0000,178.5833,1,0.027916,31
311,abc351_d,3,0.0000,178.5833,1,0.027916,31
312,3416,3,0.5000,178.5833,1,0.027916,31
313,abc308_f,3,0.5000,178.5833,1,0.027916,31
314,3638,3,0.3333,178.5833,1,0.027916,31
315,abc400_a,3,1.0000,178.5833,1,0.027916,31
316,abc361_d,3,0.0000,178.5833,1,0.027916,31
317,3455,3,0.0000,178.5833,1,0.027916,31
318,3475,3,0.0000,178.5833,1,0.027916,31
319,abc391_e,3,0.0000,178.5833,1,0.027916,31
320,abc309_d,3,0.0000,185.5000,1,0.035974,32
321,3612,3,0.5000,185.5000,1,0.035974,32
322,abc383_b,3,0.0000,185.5000,1,0.035974,32
323,3515,3,0.6667,185.5000,1,0.035974,32
324,abc329_c,3,0.3333,185.5000,1,0.035974,32
325,3655,3,0.3333,185.5000,1,0.035974,32
326,3600,3,0.0000,185.5000,1,0.035974,32
327,abc358_a,3,1.0000,185.5000,1,0.035974,32
328,3793,3,0.2500,185.5000,1,0.035974,32
329,3422,3,0.0000,185.5000,1,0.035974,32
330,3817,3,1.0000,188.5000,1,0.025832,33
331,arc184_e,3,0.0000,188.5000,1,0.025832,33
332,abc310_b,3,0.0000,188.5000,1,0.025832,33
333,2977,3,1.0000,188.5000,1,0.025832,33
334,3412,3,1.0000,188.5000,1,0.025832,33
335,3267,3,1.0000,188.5000,1,0.025832,33
336,3562,3,0.0000,188.5000,1,0.025832,33
337,2756,3,1.0000,188.5000,1,0.025832,33
338,abc389_a,3,1.0000,188.5000,1,0.025832,33
339,abc307_b,3,1.0000,188.5000,1,0.025832,33
340,abc340_c,3,0.3333,192.1667,1,0.024132,34
341,abc332_b,3,1.0000,192.1667,1,0.024132,34
342,abc312_a,3,1.0000,192.1667,1,0.024132,34
343,abc350_b,3,0.0000,192.1667,1,0.024132,34
344,abc325_d,3,0.6667,192.1667,1,0.024132,34
345,abc320_a,3,1.0000,192.1667,1,0.024132,34
346,abc319_b,3,1.0000,192.1667,1,0.024132,34
347,arc193_b,3,0.0000,192.1667,1,0.024132,34
348,abc365_b,3,1.0000,192.1667,1,0.024132,34
349,arc182_c,3,0.3333,192.1667,1,0.024132,34
350,3308,3,0.0000,198.0000,1,0.020597,35
351,arc192_a,3,0.6667,198.0000,1,0.020597,35
352,arc186_e,3,0.0000,198.0000,1,0.020597,35
353,3403,3,0.0000,198.0000,1,0.020597,35
354,3702,3,0.0000,198.0000,1,0.020597,35
355,2728,3,1.0000,198.0000,1,0.020597,35
356,abc349_e,3,0.0000,198.0000,1,0.020597,35
357,abc324_a,3,1.0000,198.0000,1,0.020597,35
358,abc302_d,3,0.5000,198.0000,1,0.020597,35
359,3420,3,1.0000,198.0000,1,0.020597,35
360,3482,3,0.0000,202.6667,1,0.019558,36
361,2819,3,1.0000,202.6667,1,0.019558,36
362,abc353_b,3,1.0000,202.6667,1,0.019558,36
363,abc397_g,3,0.6667,202.6667,1,0.019558,36
364,abc319_d,3,0.3333,202.6667,1,0.019558,36
365,3607,3,0.3333,202.6667,1,0.019558,36
366,abc367_g,3,1.0000,202.6667,1,0.019558,36
367,3701,3,0.3333,202.6667,1,0.019558,36
368,3627,3,0.3333,202.6667,1,0.019558,36
369,3345,3,0.3333,202.6667,1,0.019558,36
370,abc336_b,3,0.3333,209.4167,1,0.019404,37
371,2920,3,1.0000,209.4167,1,0.019404,37
372,abc334_e,3,0.0000,209.4167,1,0.019404,37
373,abc360_e,3,0.0000,209.4167,1,0.019404,37
374,abc360_b,3,0.3333,209.4167,1,0.019404,37
375,abc388_b,3,1.0000,209.4167,1,0.019404,37
376,abc370_b,3,0.0000,209.4167,1,0.019404,37
377,2839,3,0.3333,209.4167,1,0.019404,37
378,abc399_b,3,0.2500,209.4167,1,0.019404,37
379,3751,3,0.0000,209.4167,1,0.019404,37
380,3363,3,0.0000,214.4500,1,0.022881,38
381,3211,3,0.3333,214.4500,1,0.022881,38
382,3360,3,0.6667,214.4500,1,0.022881,38
383,3395,3,1.0000,214.4500,1,0.022881,38
384,abc337_b,3,0.5000,214.4500,1,0.022881,38
385,abc361_f,3,0.0000,214.4500,1,0.022881,38
386,abc386_a,3,0.8000,214.4500,1,0.022881,38
387,3212,3,1.0000,214.4500,1,0.022881,38
388,3534,3,0.3333,214.4500,1,0.022881,38
389,abc327_e,3,0.3333,214.4500,1,0.022881,38
390,abc382_b,3,1.0000,220.1167,1,0.018720,39
391,abc315_c,3,0.0000,220.1167,1,0.018720,39
392,abc342_c,3,0.6667,220.1167,1,0.018720,39
393,abc392_a,3,1.0000,220.1167,1,0.018720,39
394,3832,3,0.0000,220.1167,1,0.018720,39
395,3190,3,0.3333,220.1167,1,0.018720,39
396,abc366_f,3,0.0000,220.1167,1,0.018720,39
397,3199,3,1.0000,220.1167,1,0.018720,39
398,arc185_c,3,0.3333,220.1167,1,0.018720,39
399,abc377_c,3,0.0000,220.1167,1,0.018720,39
400,abc340_b,3,1.0000,227.1167,1,0.026944,40
401,arc196_c,3,0.3333,227.1167,1,0.026944,40
402,abc369_e,3,0.0000,227.1167,1,0.026944,40
403,3583,3,0.0000,227.1167,1,0.026944,40
404,abc371_f,3,0.0000,227.1167,1,0.026944,40
405,abc314_a,3,1.0000,227.1167,1,0.026944,40
406,abc337_e,3,0.0000,227.1167,1,0.026944,40
407,abc326_c,3,0.3333,227.1167,1,0.026944,40
408,abc387_b,3,0.3333,227.1167,1,0.026944,40
409,abc341_c,3,0.0000,227.1167,1,0.026944,40
410,3244,3,1.0000,232.2833,1,0.028103,41
411,abc324_f,3,0.0000,232.2833,1,0.028103,41
412,abc321_c,3,0.0000,232.2833,1,0.028103,41
413,3566,3,0.0000,232.2833,1,0.028103,41
414,3543,3,1.0000,232.2833,1,0.028103,41
415,abc349_b,3,0.3333,232.2833,1,0.028103,41
416,abc375_e,3,0.5000,232.2833,1,0.028103,41
417,2887,3,1.0000,232.2833,1,0.028103,41
418,abc370_a,3,1.0000,232.2833,1,0.028103,41
419,3575,3,0.0000,232.2833,1,0.028103,41
420,3680,3,0.0000,236.7000,1,0.024853,42
421,abc378_b,3,0.0000,236.7000,1,0.024853,42
422,3644,3,1.0000,236.7000,1,0.024853,42
423,abc309_e,3,0.0000,236.7000,1,0.024853,42
424,abc315_b,3,1.0000,236.7000,1,0.024853,42
425,abc353_c,3,1.0000,236.7000,1,0.024853,42
426,abc346_c,3,1.0000,236.7000,1,0.024853,42
427,3018,3,1.0000,236.7000,1,0.024853,42
428,abc390_c,3,0.3333,236.7000,1,0.024853,42
429,abc395_e,3,0.2500,236.7000,1,0.024853,42
430,abc343_d,3,0.0000,244.7833,1,0.024162,43
431,3739,3,0.0000,244.7833,1,0.024162,43
432,abc360_c,3,0.0000,244.7833,1,0.024162,43
433,3657,3,0.3333,244.7833,1,0.024162,43
434,abc374_d,3,0.0000,244.7833,1,0.024162,43
435,3722,3,0.0000,244.7833,1,0.024162,43
436,3568,3,1.0000,244.7833,1,0.024162,43
437,3799,3,0.2500,244.7833,1,0.024162,43
438,3184,3,0.3333,244.7833,1,0.024162,43
439,abc365_e,3,0.0000,244.7833,1,0.024162,43
440,arc185_e,3,0.0000,247.7833,1,0.026666,44
441,abc395_b,3,1.0000,247.7833,1,0.026666,44
442,abc335_a,3,1.0000,247.7833,1,0.026666,44
443,3759,3,1.0000,247.7833,1,0.026666,44
444,abc393_f,3,1.0000,247.7833,1,0.026666,44
445,abc323_a,3,1.0000,247.7833,1,0.026666,44
446,abc396_g,3,0.0000,247.7833,1,0.026666,44
447,abc305_a,3,1.0000,247.7833,1,0.026666,44
448,abc364_c,3,0.0000,247.7833,1,0.026666,44
449,2832,3,1.0000,247.7833,1,0.026666,44
450,abc342_d,3,0.0000,253.4500,1,0.024919,45
451,abc351_c,3,0.5000,253.4500,1,0.024919,45
452,3535,3,0.0000,253.4500,1,0.024919,45
453,3681,3,0.3333,253.4500,1,0.024919,45
454,3188,3,1.0000,253.4500,1,0.024919,45
455,2800,3,1.0000,253.4500,1,0.024919,45
456,2754,3,1.0000,253.4500,1,0.024919,45
457,abc371_e,3,0.0000,253.4500,1,0.024919,45
458,3047,3,0.5000,253.4500,1,0.024919,45
459,3550,3,0.0000,253.4500,1,0.024919,45
460,3154,3,1.0000,258.7833,1,0.017320,46
461,abc395_a,3,1.0000,258.7833,1,0.017320,46
462,abc332_c,3,0.3333,258.7833,1,0.017320,46
463,3172,3,0.0000,258.7833,1,0.017320,46
464,abc341_a,3,1.0000,258.7833,1,0.017320,46
465,abc348_d,3,0.6667,258.7833,1,0.017320,46
466,2850,3,0.0000,258.7833,1,0.017320,46
467,3265,3,0.0000,258.7833,1,0.017320,46
468,abc327_b,3,0.6667,258.7833,1,0.017320,46
469,abc328_d,3,0.0000,258.7833,1,0.017320,46
470,3637,3,0.0000,263.9833,1,0.018886,47
471,abc314_f,3,0.0000,263.9833,1,0.018886,47
472,3223,3,0.0000,263.9833,1,0.018886,47
473,2845,3,1.0000,263.9833,1,0.018886,47
474,abc331_a,3,1.0000,263.9833,1,0.018886,47
475,2998,3,0.0000,263.9833,1,0.018886,47
476,abc339_b,3,1.0000,263.9833,1,0.018886,47
477,3687,3,0.0000,263.9833,1,0.018886,47
478,3353,3,1.0000,263.9833,1,0.018886,47
479,abc345_b,3,0.8000,263.9833,1,0.018886,47
480,3490,3,0.0000,270.6500,1,0.023297,48
481,abc314_d,3,0.0000,270.6500,1,0.023297,48
482,abc368_a,3,1.0000,270.6500,1,0.023297,48
483,abc332_d,3,0.0000,270.6500,1,0.023297,48
484,3316,3,0.3333,270.6500,1,0.023297,48
485,abc307_e,3,0.0000,270.6500,1,0.023297,48
486,arc195_a,3,0.6667,270.6500,1,0.023297,48
487,3246,3,1.0000,270.6500,1,0.023297,48
488,abc330_d,3,0.3333,270.6500,1,0.023297,48
489,abc325_f,3,0.0000,270.6500,1,0.023297,48
490,arc196_a,3,0.0000,276.3167,1,0.019376,49
491,abc344_c,3,0.0000,276.3167,1,0.019376,49
492,abc306_d,3,0.3333,276.3167,1,0.019376,49
493,3094,3,1.0000,276.3167,1,0.019376,49
494,abc394_g,3,0.0000,276.3167,1,0.019376,49
495,3234,3,0.0000,276.3167,1,0.019376,49
496,3647,3,0.3333,276.3167,1,0.019376,49
497,abc350_a,3,0.6667,276.3167,1,0.019376,49
498,abc320_b,3,1.0000,276.3167,1,0.019376,49
499,abc304_a,3,1.0000,276.3167,1,0.019376,49
500,3233,3,0.3333,283.9000,1,0.021283,50
