q_id,bucket_idx,sim_min,sim_max,sim_mean,n_total_in_bucket,n_qualified,avg_base_r_all,avg_base_r_qualified,n_sampled,sampled_anchor_ids,avg_r_1shot,max_r_1shot
3227,1,0.3282792866230011,0.3637293577194214,0.34609144926071167,105,24,0.20793650793650795,0.8402777777777777,10,"[""abc304_d"", ""2755"", ""abc398_b"", ""3634"", ""2952"", ""3026"", ""arc185_c"", ""abc327_c"", ""3356"", ""3412""]",0.2000,1.0000
3227,2,0.30256450176239014,0.3280837833881378,0.3151029050350189,105,33,0.2714285714285714,0.7676767676767676,10,"[""3622"", ""abc386_a"", ""abc338_d"", ""2998"", ""3018"", ""3680"", ""3580"", ""abc338_e"", ""3637"", ""2848""]",0.1000,1.0000
3227,3,0.27821794152259827,0.302312433719635,0.28927215933799744,105,33,0.30238095238095236,0.8535353535353535,10,"[""3511"", ""3510"", ""abc396_a"", ""3353"", ""3626"", ""3312"", ""3106"", ""abc344_e"", ""3384"", ""abc398_c""]",0.1000,1.0000
3227,4,0.25291696190834045,0.27779313921928406,0.2655533254146576,105,35,0.30079365079365084,0.8214285714285714,10,"[""abc397_f"", ""3709"", ""2824"", ""abc322_c"", ""abc390_a"", ""arc195_a"", ""2817"", ""3172"", ""3629"", ""arc195_b""]",0.1000,1.0000
3227,5,0.23437827825546265,0.25253811478614807,0.24241022765636444,105,30,0.31984126984126987,0.9111111111111112,10,"[""3207"", ""arc182_d"", ""abc388_b"", ""2850"", ""2887"", ""3570"", ""abc325_b"", ""abc342_c"", ""arc192_a"", ""3793""]",0.2000,1.0000
3227,6,0.210626482963562,0.23416540026664734,0.2227942943572998,105,40,0.3533333333333333,0.8316666666666667,10,"[""3396"", ""abc382_b"", ""abc366_e"", ""3426"", ""3453"", ""abc311_b"", ""abc386_e"", ""3371"", ""3540"", ""abc400_e""]",0.0000,0.0000
3227,7,0.18427979946136475,0.21054203808307648,0.19863830506801605,105,32,0.3333333333333333,0.9166666666666666,10,"[""abc309_a"", ""abc390_b"", ""abc382_a"", ""2955"", ""abc347_c"", ""abc324_e"", ""abc303_c"", ""abc356_a"", ""abc348_c"", ""abc392_f""]",0.0000,0.0000
3227,8,0.14409196376800537,0.1836629956960678,0.16446787118911743,105,56,0.5388888888888889,0.9345238095238094,10,"[""2819"", ""abc391_a"", ""abc346_c"", ""abc344_c"", ""abc399_a"", ""3114"", ""abc307_a"", ""abc399_e"", ""3019"", ""abc329_e""]",0.2000,1.0000
3227,9,0.01708555407822132,0.14330455660820007,0.11218447983264923,109,57,0.5478593272171254,0.9497076023391812,10,"[""abc333_a"", ""abc360_a"", ""abc361_e"", ""abc368_b"", ""abc319_b"", ""abc341_a"", ""abc367_b"", ""abc332_a"", ""abc394_b"", ""abc358_a""]",0.2000,1.0000
arc190_c,0,0.46204814314842224,0.8244219422340393,0.5478562712669373,105,19,0.20158730158730157,0.8859649122807017,10,"[""abc367_f"", ""abc364_b"", ""abc307_c"", ""abc303_c"", ""abc322_d"", ""abc390_c"", ""abc384_b"", ""abc348_d"", ""abc328_e"", ""arc184_e""]",0.0000,0.0000
arc190_c,1,0.3862442970275879,0.46068036556243896,0.42018193006515503,105,18,0.1833333333333333,0.787037037037037,10,"[""abc356_d"", ""abc388_b"", ""abc322_e"", ""abc369_b"", ""abc371_d"", ""abc366_c"", ""arc189_c"", ""abc344_c"", ""abc325_e"", ""abc349_e""]",0.0000,0.0000
arc190_c,2,0.34468087553977966,0.3860229253768921,0.3643952012062073,105,27,0.2857142857142857,0.9074074074074074,10,"[""3801"", ""abc344_e"", ""2882"", ""2848"", ""abc325_b"", ""3553"", ""abc302_f"", ""abc394_c"", ""1873_D"", ""3306""]",0.0000,0.0000
arc190_c,3,0.3014194965362549,0.34456345438957214,0.3213597238063812,105,36,0.31682539682539684,0.8314814814814814,10,"[""abc330_b"", ""arc182_d"", ""3634"", ""3720"", ""abc373_a"", ""abc304_c"", ""abc324_c"", ""abc310_a"", ""abc355_c"", ""abc382_b""]",0.0000,0.0000
arc190_c,4,0.2751947343349457,0.3012580871582031,0.28731974959373474,105,32,0.28968253968253965,0.859375,10,"[""2800"", ""3199"", ""abc382_a"", ""abc301_c"", ""abc398_b"", ""3507"", ""abc365_e"", ""abc388_a"", ""3279"", ""3462""]",0.0000,0.0000
arc190_c,5,0.24531766772270203,0.2750670313835144,0.25953197479248047,105,37,0.3492063492063492,0.918918918918919,10,"[""3114"", ""abc351_b"", ""2849"", ""abc308_c"", ""3768"", ""abc307_b"", ""2755"", ""abc336_a"", ""3379"", ""abc362_a""]",0.0000,0.0000
arc190_c,6,0.2252943068742752,0.24510948359966278,0.23493649065494537,105,35,0.3325396825396826,0.8952380952380952,10,"[""abc335_b"", ""3230"", ""abc379_a"", ""abc312_a"", ""abc338_d"", ""abc348_c"", ""arc195_a"", ""3312"", ""abc355_a"", ""3349""]",0.0000,0.0000
arc190_c,7,0.19896171987056732,0.22484807670116425,0.2117326408624649,105,46,0.4095238095238095,0.8768115942028984,10,"[""abc333_c"", ""abc400_b"", ""abc335_a"", ""2878"", ""arc185_c"", ""2828"", ""abc375_a"", ""3356"", ""abc340_a"", ""3607""]",0.0000,0.0000
arc190_c,8,0.17029578983783722,0.19859278202056885,0.18499504029750824,105,51,0.46904761904761905,0.8709150326797385,10,"[""3414"", ""abc320_b"", ""3709"", ""abc322_a"", ""3493"", ""3353"", ""3361"", ""abc364_a"", ""2811"", ""3373""]",0.0000,0.0000
arc190_c,9,0.045965004712343216,0.16986219584941864,0.13104745745658875,109,58,0.5264525993883792,0.9160919540229884,10,"[""abc390_b"", ""abc359_a"", ""abc324_b"", ""abc368_b"", ""2812"", ""abc388_c"", ""abc345_b"", ""abc347_a"", ""abc344_a"", ""abc365_a""]",0.0000,0.0000
3210,0,0.4959156811237335,0.8533648252487183,0.5817237496376038,105,43,0.3880952380952381,0.8875968992248061,10,"[""3018"", ""3245"", ""2887"", ""3396"", ""3297"", ""3629"", ""3174"", ""3709"", ""3634"", ""2755""]",0.9333,1.0000
3210,1,0.42280474305152893,0.4957354664802551,0.4576817750930786,105,28,0.25396825396825395,0.8154761904761905,10,"[""3451"", ""abc397_b"", ""2811"", ""2817"", ""3690"", ""2886"", ""abc324_c"", ""2828"", ""3308"", ""2816""]",0.6000,1.0000
3210,2,0.3737783133983612,0.4215999245643616,0.3967333734035492,105,30,0.27936507936507937,0.8777777777777778,10,"[""3033"", ""2850"", ""3356"", ""3279"", ""abc386_c"", ""3207"", ""abc342_a"", ""abc320_b"", ""arc194_d"", ""3553""]",0.9333,1.0000
3210,3,0.32528090476989746,0.37319377064704895,0.34938332438468933,105,30,0.28095238095238095,0.861111111111111,10,"[""abc394_c"", ""abc303_c"", ""abc346_c"", ""3626"", ""3373"", ""2882"", ""abc378_a"", ""abc399_e"", ""abc315_a"", ""abc314_c""]",0.9667,1.0000
3210,4,0.2900127172470093,0.3245772123336792,0.3065817654132843,105,32,0.2811111111111111,0.8,10,"[""abc380_a"", ""abc384_a"", ""arc181_b"", ""arc194_e"", ""abc382_b"", ""3371"", ""abc366_c"", ""2952"", ""2802"", ""abc398_b""]",0.9333,1.0000
3210,5,0.2533054053783417,0.2898527681827545,0.2732067406177521,105,41,0.37142857142857144,0.8821138211382114,10,"[""abc353_d"", ""abc350_a"", ""abc397_f"", ""abc380_b"", ""abc339_a"", ""abc322_a"", ""abc399_a"", ""abc372_a"", ""abc348_d"", ""3593""]",0.9000,1.0000
3210,6,0.21532754600048065,0.2530107796192169,0.2347891628742218,105,28,0.2642857142857143,0.8869047619047619,10,"[""arc184_e"", ""abc397_c"", ""abc322_d"", ""abc377_a"", ""abc302_a"", ""arc182_d"", ""abc354_e"", ""abc330_c"", ""abc301_d"", ""abc368_b""]",0.9333,1.0000
3210,7,0.17182914912700653,0.2149459421634674,0.19415010511875153,105,43,0.4020634920634921,0.8829457364341086,10,"[""abc391_a"", ""abc327_c"", ""abc336_a"", ""abc333_c"", ""abc344_a"", ""abc357_a"", ""abc360_a"", ""abc332_d"", ""abc368_a"", ""abc325_a""]",1.0000,1.0000
3210,8,0.12467283755540848,0.17120236158370972,0.14736951887607574,105,41,0.4198412698412698,0.9430894308943091,10,"[""abc394_b"", ""abc352_a"", ""abc395_b"", ""abc397_a"", ""abc326_b"", ""abc351_a"", ""abc385_a"", ""abc304_b"", ""abc344_c"", ""abc364_d""]",1.0000,1.0000
3210,9,-0.024456480517983437,0.12453606724739075,0.07727377116680145,109,42,0.4174311926605505,0.9226190476190477,10,"[""abc346_a"", ""abc353_a"", ""abc348_c"", ""abc362_b"", ""abc310_a"", ""abc348_b"", ""arc185_c"", ""abc398_c"", ""abc395_a"", ""abc304_a""]",1.0000,1.0000
arc192_b,0,0.4524737596511841,0.7188028693199158,0.5043496489524841,105,57,0.5182539682539683,0.8406432748538011,10,"[""abc355_a"", ""abc386_a"", ""abc371_b"", ""abc394_b"", ""abc393_a"", ""abc323_a"", ""abc350_a"", ""abc315_c"", ""abc302_f"", ""abc384_b""]",0.5000,0.6667
arc192_b,1,0.4097811281681061,0.4521797299385071,0.4297145903110504,105,45,0.43190476190476185,0.8985185185185185,10,"[""abc315_b"", ""abc360_a"", ""2824"", ""abc390_e"", ""abc311_b"", ""abc365_e"", ""abc353_d"", ""abc322_b"", ""2920"", ""abc370_a""]",0.6334,1.0000
arc192_b,2,0.38657474517822266,0.4097568094730377,0.397581547498703,105,36,0.33888888888888885,0.875,10,"[""3462"", ""abc322_d"", ""abc384_f"", ""3690"", ""abc335_a"", ""abc392_b"", ""3593"", ""arc185_c"", ""abc386_d"", ""abc339_a""]",0.6000,1.0000
arc192_b,3,0.3619391918182373,0.38614898920059204,0.37399670481681824,105,31,0.2944444444444444,0.8333333333333333,10,"[""abc310_a"", ""abc361_b"", ""2816"", ""2952"", ""abc399_e"", ""arc195_a"", ""abc373_a"", ""abc364_b"", ""2837"", ""abc314_d""]",0.6333,1.0000
arc192_b,4,0.3419506549835205,0.3618907928466797,0.3515753746032715,105,30,0.2750793650793651,0.8433333333333334,10,"[""abc345_b"", ""3371"", ""abc324_b"", ""abc336_a"", ""2877"", ""abc332_a"", ""3720"", ""abc325_e"", ""abc392_f"", ""3636""]",0.6334,0.6667
arc192_b,5,0.32008224725723267,0.34146422147750854,0.331211119890213,105,37,0.3547619047619048,0.8918918918918919,10,"[""abc356_d"", ""2802"", ""abc326_c"", ""2850"", ""abc375_a"", ""3771"", ""2800"", ""abc362_b"", ""3631"", ""3174""]",0.4333,0.6667
arc192_b,6,0.3022359013557434,0.32003068923950195,0.3116406500339508,105,37,0.3380952380952381,0.8828828828828829,10,"[""abc356_b"", ""abc363_a"", ""abc394_d"", ""2811"", ""abc399_f"", ""3637"", ""3447"", ""3349"", ""3019"", ""3580""]",0.5333,1.0000
arc192_b,7,0.27624067664146423,0.30213266611099243,0.289237916469574,105,24,0.23333333333333334,0.8819444444444443,10,"[""abc400_e"", ""abc374_b"", ""abc368_a"", ""abc391_f"", ""abc330_b"", ""3629"", ""2879"", ""abc341_a"", ""abc378_d"", ""abc320_b""]",0.6333,1.0000
arc192_b,8,0.24022425711154938,0.2759997546672821,0.2582171857357025,105,35,0.3380952380952381,0.9571428571428572,10,"[""abc399_a"", ""3210"", ""3172"", ""2873"", ""abc361_a"", ""2819"", ""3553"", ""3353"", ""3811"", ""abc364_d""]",0.5333,0.6667
arc192_b,9,0.0837530717253685,0.2395170032978058,0.20469392836093903,109,27,0.2484709480122324,0.9197530864197531,10,"[""abc340_a"", ""abc388_b"", ""abc329_a"", ""3306"", ""3412"", ""3543"", ""3379"", ""3337"", ""2955"", ""3570""]",0.4667,1.0000
3605,0,0.4366706311702728,0.6214128136634827,0.4846073389053345,105,15,0.1619047619047619,0.8555555555555555,10,"[""3373"", ""2848"", ""abc398_c"", ""3420"", ""3607"", ""abc368_f"", ""abc301_d"", ""abc301_b"", ""abc392_f"", ""abc306_c""]",0.1000,1.0000
3605,1,0.3788336217403412,0.43651384115219116,0.4053536057472229,105,25,0.23809523809523808,0.8466666666666666,10,"[""abc348_a"", ""abc302_f"", ""3593"", ""3033"", ""abc353_d"", ""abc386_e"", ""3356"", ""2952"", ""3106"", ""3371""]",0.1000,1.0000
3605,2,0.3379787504673004,0.3785497546195984,0.35517585277557373,105,40,0.34523809523809523,0.8333333333333333,10,"[""2878"", ""abc329_b"", ""2920"", ""abc349_e"", ""abc335_b"", ""abc330_b"", ""abc380_e"", ""abc380_b"", ""abc302_d"", ""abc308_a""]",0.1000,1.0000
3605,3,0.30293694138526917,0.33797115087509155,0.319606751203537,105,21,0.21031746031746035,0.8769841269841269,10,"[""abc368_a"", ""abc395_b"", ""abc348_b"", ""abc390_a"", ""arc192_a"", ""abc322_e"", ""abc399_f"", ""3567"", ""2882"", ""abc386_a""]",0.1000,1.0000
3605,4,0.2756999135017395,0.30188071727752686,0.2886010408401489,105,37,0.3258730158730158,0.854954954954955,10,"[""abc379_a"", ""abc346_a"", ""abc397_f"", ""abc364_d"", ""abc395_a"", ""abc347_c"", ""abc367_f"", ""abc338_e"", ""3622"", ""abc323_a""]",0.0500,0.5000
3605,5,0.24923710525035858,0.27543988823890686,0.2614547610282898,105,35,0.31111111111111117,0.8333333333333334,10,"[""abc324_a"", ""3196"", ""2824"", ""abc393_a"", ""abc338_d"", ""abc304_b"", ""3768"", ""abc382_b"", ""abc396_a"", ""abc371_a""]",0.0000,0.0000
3605,6,0.22069773077964783,0.2485799789428711,0.23541317880153656,105,40,0.39206349206349206,0.9125,10,"[""abc371_b"", ""abc380_a"", ""abc361_e"", ""abc388_a"", ""2877"", ""3018"", ""abc376_f"", ""abc312_a"", ""abc350_a"", ""abc327_d""]",0.1500,1.0000
3605,7,0.1927696168422699,0.22044575214385986,0.2063160240650177,105,42,0.41031746031746036,0.8968253968253967,10,"[""abc331_a"", ""abc388_b"", ""abc384_a"", ""abc348_d"", ""2850"", ""abc325_b"", ""abc302_a"", ""3174"", ""3328"", ""abc385_a""]",0.1000,1.0000
3605,8,0.15311171114444733,0.1924898326396942,0.17401725053787231,105,48,0.4366666666666666,0.8874999999999998,10,"[""2755"", ""abc325_e"", ""abc372_a"", ""3764"", ""abc326_a"", ""abc355_b"", ""abc342_a"", ""abc361_b"", ""3771"", ""3426""]",0.1000,1.0000
3605,9,0.03177756443619728,0.15306897461414337,0.11719351261854172,109,56,0.5321100917431192,0.943452380952381,10,"[""abc362_b"", ""abc360_a"", ""abc330_d"", ""3337"", ""abc325_c"", ""abc391_f"", ""abc332_a"", ""abc387_a"", ""3210"", ""abc363_c""]",0.1500,1.0000
abc398_g,0,0.4666277766227722,0.8359313011169434,0.5265377163887024,105,52,0.46269841269841266,0.8397435897435896,10,"[""abc308_a"", ""abc307_b"", ""abc348_d"", ""abc329_e"", ""abc302_c"", ""abc390_c"", ""abc303_a"", ""abc352_e"", ""abc327_a"", ""abc377_c""]",0.4000,0.6667
abc398_g,1,0.4138273596763611,0.4658588767051697,0.43693429231643677,105,40,0.36428571428571427,0.8270833333333332,10,"[""arc182_d"", ""abc309_a"", ""abc322_d"", ""abc350_a"", ""abc391_a"", ""abc329_d"", ""abc364_a"", ""abc364_b"", ""abc334_a"", ""abc324_c""]",0.3667,0.6667
abc398_g,2,0.3681596517562866,0.41375482082366943,0.3911616802215576,105,35,0.35253968253968254,0.8838095238095237,10,"[""abc394_b"", ""abc376_f"", ""abc344_c"", ""abc396_a"", ""arc186_a"", ""abc348_a"", ""abc332_b"", ""abc311_b"", ""abc348_b"", ""abc358_d""]",0.4667,1.0000
abc398_g,3,0.32918283343315125,0.36617493629455566,0.34672778844833374,105,38,0.36031746031746026,0.8947368421052632,10,"[""abc324_e"", ""abc395_a"", ""abc374_b"", ""abc315_a"", ""abc342_c"", ""abc384_a"", ""2800"", ""3018"", ""abc306_a"", ""abc301_d""]",0.4667,0.6667
abc398_g,4,0.30085524916648865,0.3285300135612488,0.3138679563999176,105,41,0.3801587301587302,0.8943089430894309,10,"[""abc344_e"", ""abc379_a"", ""3629"", ""3584"", ""3768"", ""abc322_a"", ""abc340_b"", ""3055"", ""abc361_e"", ""arc185_c""]",0.4333,0.6667
abc398_g,5,0.27186256647109985,0.30067259073257446,0.28684547543525696,105,29,0.3,0.9310344827586207,10,"[""abc366_e"", ""abc338_a"", ""abc320_b"", ""abc335_a"", ""abc397_c"", ""3172"", ""abc364_d"", ""abc357_a"", ""3230"", ""abc380_b""]",0.2666,0.6667
abc398_g,6,0.24426031112670898,0.2715294361114502,0.2582955062389374,105,30,0.27777777777777773,0.8944444444444444,10,"[""abc347_a"", ""abc397_a"", ""abc333_c"", ""abc307_a"", ""abc332_a"", ""3690"", ""abc346_c"", ""3771"", ""3637"", ""abc389_a""]",0.4000,0.6667
abc398_g,7,0.21756611764431,0.24425090849399567,0.2308536320924759,105,35,0.319047619047619,0.8809523809523809,10,"[""2828"", ""3376"", ""3607"", ""abc343_c"", ""3414"", ""3558"", ""3455"", ""2887"", ""abc365_a"", ""3680""]",0.5333,0.6667
abc398_g,8,0.18688876926898956,0.2170058786869049,0.20274385809898376,105,32,0.3139682539682539,0.9104166666666667,10,"[""abc368_a"", ""abc354_a"", ""3570"", ""3150"", ""2755"", ""abc346_a"", ""abc304_b"", ""2998"", ""3106"", ""2811""]",0.5333,0.6667
abc398_g,9,0.0662926658987999,0.18650460243225098,0.158137246966362,109,27,0.2408256880733945,0.8888888888888888,10,"[""3447"", ""3328"", ""3356"", ""3453"", ""3540"", ""3337"", ""3817"", ""3811"", ""2819"", ""abc367_b""]",0.4333,0.6667
abc378_d,0,0.4461459219455719,0.8157783150672913,0.5471875667572021,105,27,0.2857142857142857,0.8888888888888888,10,"[""3543"", ""3631"", ""abc304_d"", ""abc363_c"", ""3297"", ""3210"", ""3558"", ""abc399_f"", ""abc307_c"", ""abc303_c""]",0.2333,0.3333
abc378_d,1,0.38160619139671326,0.44583988189697266,0.4121808409690857,105,33,0.30253968253968255,0.8515151515151514,10,"[""arc194_d"", ""abc382_b"", ""abc391_b"", ""abc397_e"", ""abc359_a"", ""2879"", ""arc186_a"", ""abc380_e"", ""3195"", ""3553""]",0.3333,0.6667
