step,problem_id,reward,cumulative_regret,accuracy,n_examples,memory_size,cached
164,3784,0.0000,108.0000,0.4606,0,57,0
165,arc188_d,0.0000,109.0000,0.4578,0,57,0
166,3654,0.0000,110.0000,0.4551,0,57,0
167,3163,0.0000,111.0000,0.4524,0,57,0
168,abc347_b,0.0000,112.0000,0.4497,0,57,0
169,abc330_b,1.0000,112.0000,0.4529,0,58,1
170,3696,0.3333,112.6667,0.4561,0,58,0
171,3487,0.0000,113.6667,0.4535,0,58,0
172,3000,0.0000,114.6667,0.4509,0,58,0
173,abc385_d,0.0000,115.6667,0.4483,0,58,0
174,abc354_c,0.0000,116.6667,0.4457,0,58,0
175,3723,0.0000,117.6667,0.4432,0,58,0
176,3591,0.0000,118.6667,0.4407,0,58,0
177,3226,0.0000,119.6667,0.4382,0,58,0
178,abc343_b,1.0000,119.6667,0.4413,0,59,1
179,abc322_e,0.5000,120.1667,0.4444,0,60,1
180,3603,0.0000,121.1667,0.4420,0,60,0
181,abc362_d,0.3333,121.8333,0.4451,0,60,0
182,arc195_c,0.0000,122.8333,0.4426,0,60,0
183,2870,0.0000,123.8333,0.4402,0,60,0
184,abc386_d,0.5000,124.3333,0.4432,0,61,1
185,abc355_a,1.0000,124.3333,0.4462,0,62,1
186,1883_C,0.0000,125.3333,0.4439,0,62,0
187,3634,1.0000,125.3333,0.4468,0,63,1
188,abc301_f,0.0000,126.3333,0.4444,0,63,0
189,abc369_c,0.3333,127.0000,0.4474,0,63,0
190,3466,0.0000,128.0000,0.4450,0,63,0
191,3174,1.0000,128.0000,0.4479,0,64,1
192,3292,0.0000,129.0000,0.4456,0,64,0
193,abc310_d,0.0000,130.0000,0.4433,0,64,0
194,3423,0.0000,131.0000,0.4410,0,64,0
195,abc355_c,1.0000,131.0000,0.4439,0,65,1
196,3081,0.0000,132.0000,0.4416,0,65,0
197,3317,0.0000,133.0000,0.4394,0,65,0
198,3770,0.0000,134.0000,0.4372,0,65,0
199,3511,0.5000,134.5000,0.4400,0,66,1
200,abc395_c,0.3333,135.1667,0.4428,0,66,0
201,abc343_c,1.0000,135.1667,0.4455,0,67,1
202,abc351_f,0.0000,136.1667,0.4433,0,67,0
203,abc369_b,1.0000,136.1667,0.4461,0,68,1
204,3743,0.0000,137.1667,0.4439,0,68,0
205,abc324_c,0.0000,138.1667,0.4417,0,68,0
206,abc333_d,0.0000,139.1667,0.4396,0,68,0
207,3362,0.3333,139.8333,0.4423,0,68,0
208,3639,0.5000,140.3333,0.4450,0,69,1
209,2884,0.0000,141.3333,0.4429,0,69,0
210,abc352_c,0.3333,142.0000,0.4455,0,69,0
211,abc350_e,0.0000,143.0000,0.4434,0,69,0
212,arc191_c,0.0000,144.0000,0.4413,0,69,0
213,abc318_c,0.0000,145.0000,0.4393,0,69,0
214,3720,0.2500,145.7500,0.4419,0,69,0
215,abc320_c,0.3333,146.4167,0.4444,0,69,0
216,3394,0.0000,147.4167,0.4424,0,69,0
217,arc196_d,0.0000,148.4167,0.4404,0,69,0
218,3361,0.5000,148.9167,0.4429,0,70,1
219,3034,0.0000,149.9167,0.4409,0,70,0
220,abc344_d,0.0000,150.9167,0.4389,0,70,0
221,3621,0.0000,151.9167,0.4369,0,70,0
222,3372,0.0000,152.9167,0.4350,0,70,0
223,abc338_f,0.0000,153.9167,0.4330,0,70,0
224,arc189_c,0.5000,154.4167,0.4356,0,71,1
225,abc308_e,0.0000,155.4167,0.4336,0,71,0
226,3313,0.0000,156.4167,0.4317,0,71,0
227,abc400_g,0.0000,157.4167,0.4298,0,71,0
228,abc358_c,1.0000,157.4167,0.4323,0,72,1
229,2792,0.0000,158.4167,0.4304,0,72,0
230,3492,0.0000,159.4167,0.4286,0,72,0
231,abc374_c,0.0000,160.4167,0.4267,0,72,0
232,abc344_e,1.0000,160.4167,0.4292,0,73,1
233,abc380_e,1.0000,160.4167,0.4316,0,74,1
234,abc348_b,1.0000,160.4167,0.4340,0,75,1
235,3525,0.0000,161.4167,0.4322,0,75,0
236,abc365_a,1.0000,161.4167,0.4346,0,76,1
237,abc304_e,0.0000,162.4167,0.4328,0,76,0
238,3552,0.0000,163.4167,0.4310,0,76,0
239,3171,0.0000,164.4167,0.4292,0,76,0
240,arc185_b,0.0000,165.4167,0.4274,0,76,0
241,abc302_c,1.0000,165.4167,0.4298,0,77,1
242,abc368_c,0.3333,166.0833,0.4321,0,77,0
243,3555,0.0000,167.0833,0.4303,0,77,0
244,abc303_e,0.0000,168.0833,0.4286,0,77,0
245,3236,0.0000,169.0833,0.4268,0,77,0
246,3560,0.3333,169.7500,0.4291,0,77,0
247,abc372_e,0.0000,170.7500,0.4274,0,77,0
248,abc311_d,0.0000,171.7500,0.4257,0,77,0
249,abc373_a,1.0000,171.7500,0.4280,0,78,1
250,3685,0.0000,172.7500,0.4263,0,78,0
251,abc359_e,0.0000,173.7500,0.4246,0,78,0
252,abc321_d,0.0000,174.7500,0.4229,0,78,0
253,abc341_b,0.0000,175.7500,0.4213,0,78,0
254,3464,0.0000,176.7500,0.4196,0,78,0
255,abc398_b,0.5000,177.2500,0.4219,0,79,1
256,3320,0.0000,178.2500,0.4202,0,79,0
257,abc306_e,0.0000,179.2500,0.4186,0,79,0
258,abc351_a,1.0000,179.2500,0.4208,0,80,1
259,3753,0.0000,180.2500,0.4192,0,80,0
260,3446,0.0000,181.2500,0.4176,0,80,0
261,1899_B,0.0000,182.2500,0.4160,0,80,0
262,3279,1.0000,182.2500,0.4183,0,81,1
263,abc314_b,0.0000,183.2500,0.4167,0,81,0
264,abc370_f,0.0000,184.2500,0.4151,0,81,0
265,3788,0.0000,185.2500,0.4135,0,81,0
266,abc359_b,0.3333,185.9167,0.4157,0,81,0
267,3297,1.0000,185.9167,0.4179,0,82,1
268,3676,0.0000,186.9167,0.4164,0,82,0
269,3763,0.0000,187.9167,0.4148,0,82,0
270,abc366_a,1.0000,187.9167,0.4170,0,83,1
271,abc366_e,0.0000,188.9167,0.4154,0,83,0
272,abc392_c,0.0000,189.9167,0.4139,0,83,0
273,2833,0.0000,190.9167,0.4124,0,83,0
274,3351,0.0000,191.9167,0.4109,0,83,0
275,3649,0.0000,192.9167,0.4094,0,83,0
276,abc301_c,0.5000,193.4167,0.4116,0,84,1
277,abc344_b,0.0000,194.4167,0.4101,0,84,0
278,abc399_c,1.0000,194.4167,0.4122,0,85,1
279,abc380_f,1.0000,194.4167,0.4143,0,86,1
280,abc367_c,0.0000,195.4167,0.4128,0,86,0
281,3629,0.5000,195.9167,0.4149,0,87,1
282,abc322_a,1.0000,195.9167,0.4170,0,88,1
283,2979,0.0000,196.9167,0.4155,0,88,0
284,3331,0.0000,197.9167,0.4140,0,88,0
285,abc397_a,1.0000,197.9167,0.4161,0,89,1
286,arc193_a,0.0000,198.9167,0.4146,0,89,0
287,abc361_a,1.0000,198.9167,0.4167,0,90,1
288,abc328_e,0.6667,199.2500,0.4187,0,91,1
289,3518,0.0000,200.2500,0.4172,0,91,0
290,3306,1.0000,200.2500,0.4192,0,92,1
291,2882,1.0000,200.2500,0.4212,0,93,1
292,abc374_g,0.0000,201.2500,0.4198,0,93,0
293,3617,0.0000,202.2500,0.4184,0,93,0
294,abc358_d,0.3333,202.9167,0.4203,0,93,0
295,abc371_a,0.5000,203.4167,0.4223,0,94,1
296,abc343_a,0.0000,204.4167,0.4209,0,94,0
297,abc376_d,0.3333,205.0833,0.4228,0,94,0
298,2786,1.0000,205.0833,0.4247,0,95,1
299,2828,0.0000,206.0833,0.4233,0,95,0
300,3456,0.0000,207.0833,0.4219,0,95,0
301,3299,0.0000,208.0833,0.4205,0,95,0
302,2810,0.0000,209.0833,0.4191,0,95,0
303,3527,0.0000,210.0833,0.4178,0,95,0
304,3476,0.0000,211.0833,0.4164,0,95,0
305,3495,0.5000,211.5833,0.4183,0,96,1
306,abc339_c,0.3333,212.2500,0.4202,0,96,0
307,3194,0.0000,213.2500,0.4188,0,96,0
308,abc363_f,0.3333,213.9167,0.4207,0,96,0
309,abc394_f,0.3333,214.5833,0.4226,0,96,0
310,abc366_c,0.5000,215.0833,0.4244,0,97,1
311,abc351_d,0.0000,216.0833,0.4231,0,97,0
312,3416,0.0000,217.0833,0.4217,0,97,0
313,abc308_f,0.5000,217.5833,0.4236,0,98,1
314,3638,0.0000,218.5833,0.4222,0,98,0
315,abc400_a,0.3333,219.2500,0.4241,0,98,0
316,abc361_d,0.0000,220.2500,0.4227,0,98,0
317,3455,0.5000,220.7500,0.4245,0,99,1
318,3475,0.0000,221.7500,0.4232,0,99,0
319,abc391_e,0.0000,222.7500,0.4219,0,99,0
320,abc309_d,0.0000,223.7500,0.4206,0,99,0
321,3612,0.0000,224.7500,0.4193,0,99,0
322,abc383_b,0.0000,225.7500,0.4180,0,99,0
323,3515,0.0000,226.7500,0.4167,0,99,0
324,abc329_c,0.3333,227.4167,0.4185,0,99,0
325,3655,0.3333,228.0833,0.4202,0,99,0
326,3600,0.0000,229.0833,0.4190,0,99,0
327,abc358_a,1.0000,229.0833,0.4207,0,100,1
328,3793,0.5000,229.5833,0.4225,0,101,1
329,3422,0.0000,230.5833,0.4212,0,101,0
330,3817,1.0000,230.5833,0.4230,0,102,1
331,arc184_e,1.0000,230.5833,0.4247,0,103,1
332,abc310_b,0.0000,231.5833,0.4234,0,103,0
333,2977,0.0000,232.5833,0.4222,0,103,0
334,3412,1.0000,232.5833,0.4239,0,104,1
335,3267,0.3333,233.2500,0.4256,0,104,0
336,3562,0.0000,234.2500,0.4243,0,104,0
337,2756,0.0000,235.2500,0.4231,0,104,0
338,abc389_a,1.0000,235.2500,0.4248,0,105,1
339,abc307_b,1.0000,235.2500,0.4265,0,106,1
340,abc340_c,0.0000,236.2500,0.4252,0,106,0
341,abc332_b,1.0000,236.2500,0.4269,0,107,1
342,abc312_a,1.0000,236.2500,0.4286,0,108,1
343,abc350_b,0.0000,237.2500,0.4273,0,108,0
344,abc325_d,0.0000,238.2500,0.4261,0,108,0
345,abc320_a,1.0000,238.2500,0.4277,0,109,1
346,abc319_b,1.0000,238.2500,0.4294,0,110,1
347,arc193_b,0.0000,239.2500,0.4282,0,110,0
348,abc365_b,0.5000,239.7500,0.4298,0,111,1
349,arc182_c,0.0000,240.7500,0.4286,0,111,0
350,3308,1.0000,240.7500,0.4302,0,112,1
351,arc192_a,1.0000,240.7500,0.4318,0,113,1
352,arc186_e,0.0000,241.7500,0.4306,0,113,0
353,3403,0.0000,242.7500,0.4294,0,113,0
354,3702,0.0000,243.7500,0.4282,0,113,0
355,2728,0.0000,244.7500,0.4270,0,113,0
356,abc349_e,1.0000,244.7500,0.4286,0,114,1
357,abc324_a,1.0000,244.7500,0.4302,0,115,1
358,abc302_d,0.5000,245.2500,0.4318,0,116,1
359,3420,1.0000,245.2500,0.4333,0,117,1
360,3482,0.0000,246.2500,0.4321,0,117,0
361,2819,1.0000,246.2500,0.4337,0,118,1
362,abc353_b,0.0000,247.2500,0.4325,0,118,0
363,abc397_g,0.3333,247.9167,0.4341,0,118,0
364,abc319_d,0.3333,248.5833,0.4356,0,118,0
365,3607,0.6667,248.9167,0.4372,0,119,1
366,abc367_g,1.0000,248.9167,0.4387,0,120,1
367,3701,0.3333,249.5833,0.4402,0,120,0
368,3627,0.0000,250.5833,0.4390,0,120,0
369,3345,0.0000,251.5833,0.4378,0,120,0
370,abc336_b,1.0000,251.5833,0.4394,0,121,1
371,2920,1.0000,251.5833,0.4409,0,122,1
372,abc334_e,0.0000,252.5833,0.4397,0,122,0
373,abc360_e,0.0000,253.5833,0.4385,0,122,0
374,abc360_b,0.0000,254.5833,0.4373,0,122,0
375,abc388_b,1.0000,254.5833,0.4388,0,123,1
376,abc370_b,0.6667,254.9167,0.4403,0,124,1
377,2839,0.0000,255.9167,0.4392,0,124,0
378,abc399_b,0.2500,256.6667,0.4406,0,124,0
379,3751,0.0000,257.6667,0.4395,0,124,0
380,3363,0.0000,258.6667,0.4383,0,124,0
381,3211,0.0000,259.6667,0.4372,0,124,0
382,3360,0.0000,260.6667,0.4360,0,124,0
383,3395,0.5000,261.1667,0.4375,0,125,1
384,abc337_b,1.0000,261.1667,0.4390,0,126,1
385,abc361_f,0.0000,262.1667,0.4378,0,126,0
386,abc386_a,1.0000,262.1667,0.4393,0,127,1
387,3212,0.0000,263.1667,0.4381,0,127,0
388,3534,0.0000,264.1667,0.4370,0,127,0
389,abc327_e,0.0000,265.1667,0.4359,0,127,0
390,abc382_b,1.0000,265.1667,0.4373,0,128,1
391,abc315_c,0.0000,266.1667,0.4362,0,128,0
392,abc342_c,1.0000,266.1667,0.4377,0,129,1
393,abc392_a,1.0000,266.1667,0.4391,0,130,1
394,3832,0.0000,267.1667,0.4380,0,130,0
395,3190,0.0000,268.1667,0.4369,0,130,0
396,abc366_f,0.0000,269.1667,0.4358,0,130,0
397,3199,1.0000,269.1667,0.4372,0,131,1
398,arc185_c,1.0000,269.1667,0.4386,0,132,1
399,abc377_c,0.6667,269.5000,0.4400,0,133,1
400,abc340_b,1.0000,269.5000,0.4414,0,134,1
401,arc196_c,0.0000,270.5000,0.4403,0,134,0
402,abc369_e,0.0000,271.5000,0.4392,0,134,0
403,3583,0.0000,272.5000,0.4381,0,134,0
404,abc371_f,0.0000,273.5000,0.4370,0,134,0
405,abc314_a,0.3333,274.1667,0.4384,0,134,0
406,abc337_e,0.0000,275.1667,0.4373,0,134,0
407,abc326_c,1.0000,275.1667,0.4387,0,135,1
408,abc387_b,0.3333,275.8333,0.4401,0,135,0
409,abc341_c,0.0000,276.8333,0.4390,0,135,0
410,3244,0.0000,277.8333,0.4380,0,135,0
411,abc324_f,0.0000,278.8333,0.4369,0,135,0
412,abc321_c,0.0000,279.8333,0.4358,0,135,0
413,3566,0.0000,280.8333,0.4348,0,135,0
414,3543,1.0000,280.8333,0.4361,0,136,1
415,abc349_b,0.3333,281.5000,0.4375,0,136,0
416,abc375_e,0.5000,282.0000,0.4388,0,137,1
417,2887,1.0000,282.0000,0.4402,0,138,1
418,abc370_a,1.0000,282.0000,0.4415,0,139,1
419,3575,0.0000,283.0000,0.4405,0,139,0
420,3680,1.0000,283.0000,0.4418,0,140,1
421,abc378_b,0.0000,284.0000,0.4408,0,140,0
422,3644,0.0000,285.0000,0.4397,0,140,0
423,abc309_e,0.0000,286.0000,0.4387,0,140,0
424,abc315_b,1.0000,286.0000,0.4400,0,141,1
425,abc353_c,0.0000,287.0000,0.4390,0,141,0
426,abc346_c,1.0000,287.0000,0.4403,0,142,1
427,3018,0.6667,287.3333,0.4416,0,143,1
428,abc390_c,0.6667,287.6667,0.4429,0,144,1
429,abc395_e,0.0000,288.6667,0.4419,0,144,0
430,abc343_d,0.3333,289.3333,0.4432,0,144,0
431,3739,0.0000,290.3333,0.4421,0,144,0
432,abc360_c,0.0000,291.3333,0.4411,0,144,0
433,3657,0.0000,292.3333,0.4401,0,144,0
434,abc374_d,0.0000,293.3333,0.4391,0,144,0
435,3722,0.0000,294.3333,0.4381,0,144,0
436,3568,1.0000,294.3333,0.4394,0,145,1
437,3799,0.0000,295.3333,0.4384,0,145,0
438,3184,0.0000,296.3333,0.4374,0,145,0
439,abc365_e,1.0000,296.3333,0.4386,0,146,1
440,arc185_e,0.0000,297.3333,0.4376,0,146,0
441,abc395_b,1.0000,297.3333,0.4389,0,147,1
442,abc335_a,1.0000,297.3333,0.4402,0,148,1
443,3759,0.5000,297.8333,0.4414,0,149,1
444,abc393_f,0.0000,298.8333,0.4404,0,149,0
445,abc323_a,0.6667,299.1667,0.4417,0,150,1
446,abc396_g,0.0000,300.1667,0.4407,0,150,0
447,abc305_a,1.0000,300.1667,0.4420,0,151,1
448,abc364_c,0.0000,301.1667,0.4410,0,151,0
449,2832,0.0000,302.1667,0.4400,0,151,0
450,abc342_d,0.0000,303.1667,0.4390,0,151,0
451,abc351_c,0.0000,304.1667,0.4381,0,151,0
452,3535,0.0000,305.1667,0.4371,0,151,0
453,3681,0.3333,305.8333,0.4383,0,151,0
454,3188,0.0000,306.8333,0.4374,0,151,0
455,2800,1.0000,306.8333,0.4386,0,152,1
456,2754,0.0000,307.8333,0.4376,0,152,0
457,abc371_e,0.0000,308.8333,0.4367,0,152,0
458,3047,0.0000,309.8333,0.4357,0,152,0
459,3550,0.0000,310.8333,0.4348,0,152,0
460,3154,0.0000,311.8333,0.4338,0,152,0
461,abc395_a,1.0000,311.8333,0.4351,0,153,1
462,abc332_c,0.0000,312.8333,0.4341,0,153,0
463,3172,1.0000,312.8333,0.4353,0,154,1
464,abc341_a,1.0000,312.8333,0.4366,0,155,1
465,abc348_d,0.0000,313.8333,0.4356,0,155,0
466,2850,1.0000,313.8333,0.4368,0,156,1
467,3265,0.0000,314.8333,0.4359,0,156,0
468,abc327_b,0.3333,315.5000,0.4371,0,156,0
469,abc328_d,1.0000,315.5000,0.4383,0,157,1
470,3637,0.3333,316.1667,0.4395,0,157,0
471,abc314_f,0.0000,317.1667,0.4386,0,157,0
472,3223,0.0000,318.1667,0.4376,0,157,0
473,2845,0.0000,319.1667,0.4367,0,157,0
474,abc331_a,1.0000,319.1667,0.4379,0,158,1
475,2998,1.0000,319.1667,0.4391,0,159,1
476,abc339_b,0.3333,319.8333,0.4403,0,159,0
477,3687,0.0000,320.8333,0.4393,0,159,0
478,3353,1.0000,320.8333,0.4405,0,160,1
479,abc345_b,0.8000,321.0333,0.4417,0,161,1
480,3490,0.0000,322.0333,0.4407,0,161,0
481,abc314_d,1.0000,322.0333,0.4419,0,162,1
482,abc368_a,1.0000,322.0333,0.4431,0,163,1
483,abc332_d,0.5000,322.5333,0.4442,0,164,1
484,3316,0.0000,323.5333,0.4433,0,164,0
485,abc307_e,0.3333,324.2000,0.4444,0,164,0
486,arc195_a,1.0000,324.2000,0.4456,0,165,1
487,3246,0.0000,325.2000,0.4447,0,165,0
488,abc330_d,1.0000,325.2000,0.4458,0,166,1
489,abc325_f,0.0000,326.2000,0.4449,0,166,0
490,arc196_a,1.0000,326.2000,0.4460,0,167,1
491,abc344_c,1.0000,326.2000,0.4472,0,168,1
492,abc306_d,0.0000,327.2000,0.4462,0,168,0
493,3094,0.0000,328.2000,0.4453,0,168,0
494,abc394_g,0.0000,329.2000,0.4444,0,168,0
495,3234,0.0000,330.2000,0.4435,0,168,0
496,3647,0.3333,330.8667,0.4447,0,168,0
497,abc350_a,0.6667,331.2000,0.4458,0,169,1
498,abc320_b,1.0000,331.2000,0.4469,0,170,1
499,abc304_a,1.0000,331.2000,0.4480,0,171,1
500,3233,0.3333,331.8667,0.4491,0,171,0
501,abc370_c,0.3333,332.5333,0.4502,0,171,0
502,3454,0.0000,333.5333,0.4493,0,171,0
