step,problem_id,lib,correct,cumulative_regret
351,312,Numpy,1,247.0000
352,204,Pandas,0,248.0000
353,217,Pandas,1,248.0000
354,48,Pandas,0,249.0000
355,695,Tensorflow,0,250.0000
356,496,Numpy,1,250.0000
357,14,Pandas,0,251.0000
358,833,Sklearn,1,251.0000
359,616,Matplotlib,0,252.0000
360,659,Matplotlib,0,253.0000
361,379,Numpy,0,254.0000
362,176,Pandas,1,254.0000
363,539,Matplotlib,0,255.0000
364,173,Pandas,0,256.0000
365,666,Tensorflow,0,257.0000
366,556,Matplotlib,0,258.0000
367,546,Matplotlib,0,259.0000
368,983,Pytorch,0,260.0000
369,691,Tensorflow,0,261.0000
370,159,Pandas,0,262.0000
371,50,Pandas,0,263.0000
372,8,Pandas,0,264.0000
373,541,Matplotlib,0,265.0000
374,298,Numpy,1,265.0000
375,365,Numpy,0,266.0000
376,198,Pandas,0,267.0000
377,60,Pandas,0,268.0000
378,361,Numpy,0,269.0000
379,289,Pandas,1,269.0000
380,975,Pytorch,1,269.0000
381,905,Sklearn,0,270.0000
382,817,Sklearn,0,271.0000
383,748,Scipy,1,271.0000
384,565,Matplotlib,0,272.0000
385,734,Scipy,0,273.0000
386,237,Pandas,1,273.0000
387,774,Scipy,0,274.0000
388,894,Sklearn,1,274.0000
389,988,Pytorch,0,275.0000
390,825,Sklearn,1,275.0000
391,20,Pandas,1,275.0000
392,480,Numpy,1,275.0000
393,271,Pandas,1,275.0000
394,476,Numpy,0,276.0000
395,834,Sklearn,0,277.0000
396,530,Matplotlib,0,278.0000
397,780,Scipy,0,279.0000
398,986,Pytorch,0,280.0000
399,183,Pandas,0,281.0000
400,140,Pandas,0,282.0000
401,393,Numpy,1,282.0000
402,202,Pandas,0,283.0000
403,725,Scipy,1,283.0000
404,743,Scipy,0,284.0000
405,124,Pandas,1,284.0000
406,951,Pytorch,1,284.0000
407,59,Pandas,0,285.0000
408,823,Sklearn,1,285.0000
409,716,Scipy,0,286.0000
410,766,Scipy,0,287.0000
411,688,Tensorflow,0,288.0000
412,690,Tensorflow,0,289.0000
413,472,Numpy,1,289.0000
414,64,Pandas,0,290.0000
415,234,Pandas,1,290.0000
416,873,Sklearn,0,291.0000
417,719,Scipy,1,291.0000
418,585,Matplotlib,0,292.0000
419,461,Numpy,1,292.0000
420,40,Pandas,0,293.0000
421,977,Pytorch,0,294.0000
422,601,Matplotlib,0,295.0000
423,478,Numpy,0,296.0000
424,589,Matplotlib,0,297.0000
425,694,Tensorflow,0,298.0000
426,915,Sklearn,0,299.0000
427,132,Pandas,0,300.0000
428,72,Pandas,0,301.0000
429,138,Pandas,0,302.0000
430,121,Pandas,0,303.0000
431,46,Pandas,0,304.0000
432,482,Numpy,0,305.0000
433,184,Pandas,1,305.0000
434,53,Pandas,0,306.0000
435,715,Scipy,1,306.0000
436,33,Pandas,1,306.0000
437,966,Pytorch,0,307.0000
438,794,Scipy,1,307.0000
439,26,Pandas,0,308.0000
440,415,Numpy,0,309.0000
441,509,Numpy,0,310.0000
442,772,Scipy,0,311.0000
443,374,Numpy,0,312.0000
444,431,Numpy,1,312.0000
445,742,Scipy,0,313.0000
446,168,Pandas,0,314.0000
447,531,Matplotlib,0,315.0000
448,399,Numpy,1,315.0000
449,471,Numpy,0,316.0000
450,172,Pandas,0,317.0000
451,269,Pandas,0,318.0000
452,596,Matplotlib,0,319.0000
453,258,Pandas,0,320.0000
454,731,Scipy,1,320.0000
455,879,Sklearn,0,321.0000
456,714,Scipy,1,321.0000
457,144,Pandas,1,321.0000
458,463,Numpy,0,322.0000
459,220,Pandas,0,323.0000
460,740,Scipy,1,323.0000
461,85,Pandas,0,324.0000
462,852,Sklearn,1,324.0000
463,704,Tensorflow,0,325.0000
464,627,Matplotlib,0,326.0000
465,723,Scipy,0,327.0000
466,807,Scipy,0,328.0000
467,226,Pandas,1,328.0000
468,110,Pandas,1,328.0000
469,869,Sklearn,1,328.0000
470,984,Pytorch,0,329.0000
471,663,Matplotlib,1,329.0000
472,561,Matplotlib,0,330.0000
473,802,Scipy,0,331.0000
474,729,Scipy,0,332.0000
475,952,Pytorch,0,333.0000
476,377,Numpy,1,333.0000
477,351,Numpy,0,334.0000
478,174,Pandas,0,335.0000
479,784,Scipy,0,336.0000
480,155,Pandas,0,337.0000
481,795,Scipy,0,338.0000
482,709,Tensorflow,0,339.0000
483,816,Scipy,0,340.0000
484,964,Pytorch,1,340.0000
485,47,Pandas,0,341.0000
486,670,Tensorflow,0,342.0000
487,400,Numpy,1,342.0000
488,97,Pandas,1,342.0000
489,840,Sklearn,0,343.0000
490,778,Scipy,1,343.0000
491,211,Pandas,0,344.0000
492,309,Numpy,1,344.0000
493,619,Matplotlib,0,345.0000
494,845,Sklearn,1,345.0000
495,3,Pandas,0,346.0000
496,971,Pytorch,1,346.0000
497,683,Tensorflow,0,347.0000
498,192,Pandas,0,348.0000
499,406,Numpy,0,349.0000
500,738,Scipy,1,349.0000
501,80,Pandas,0,350.0000
502,744,Scipy,0,351.0000
503,419,Numpy,0,352.0000
504,357,Numpy,1,352.0000
505,644,Matplotlib,0,353.0000
506,422,Numpy,0,354.0000
507,923,Sklearn,0,355.0000
508,929,Sklearn,0,356.0000
509,603,Matplotlib,0,357.0000
510,208,Pandas,0,358.0000
511,345,Numpy,0,359.0000
512,256,Pandas,1,359.0000
513,145,Pandas,1,359.0000
514,854,Sklearn,1,359.0000
515,488,Numpy,0,360.0000
516,713,Scipy,1,360.0000
517,90,Pandas,0,361.0000
518,469,Numpy,0,362.0000
519,800,Scipy,0,363.0000
520,441,Numpy,1,363.0000
521,108,Pandas,0,364.0000
522,404,Numpy,0,365.0000
523,338,Numpy,0,366.0000
524,68,Pandas,0,367.0000
525,575,Matplotlib,0,368.0000
526,741,Scipy,0,369.0000
527,700,Tensorflow,0,370.0000
528,705,Tensorflow,0,371.0000
529,728,Scipy,1,371.0000
530,747,Scipy,0,372.0000
531,194,Pandas,0,373.0000
532,925,Sklearn,0,374.0000
533,569,Matplotlib,1,374.0000
534,855,Sklearn,1,374.0000
535,58,Pandas,0,375.0000
536,462,Numpy,0,376.0000
537,901,Sklearn,0,377.0000
538,261,Pandas,1,377.0000
539,398,Numpy,1,377.0000
540,755,Scipy,0,378.0000
541,871,Sklearn,1,378.0000
542,459,Numpy,1,378.0000
543,632,Matplotlib,0,379.0000
544,647,Matplotlib,0,380.0000
545,580,Matplotlib,0,381.0000
546,954,Pytorch,0,382.0000
547,235,Pandas,1,382.0000
548,280,Pandas,0,383.0000
549,922,Sklearn,0,384.0000
550,618,Matplotlib,1,384.0000
551,573,Matplotlib,0,385.0000
552,293,Numpy,1,385.0000
553,538,Matplotlib,0,386.0000
554,178,Pandas,0,387.0000
555,516,Matplotlib,0,388.0000
556,680,Tensorflow,0,389.0000
557,981,Pytorch,1,389.0000
558,229,Pandas,1,389.0000
559,353,Numpy,0,390.0000
560,84,Pandas,0,391.0000
561,607,Matplotlib,1,391.0000
562,668,Tensorflow,0,392.0000
563,559,Matplotlib,0,393.0000
564,870,Sklearn,0,394.0000
565,686,Tensorflow,0,395.0000
566,282,Pandas,0,396.0000
567,522,Matplotlib,0,397.0000
568,438,Numpy,1,397.0000
569,160,Pandas,0,398.0000
570,74,Pandas,0,399.0000
571,733,Scipy,1,399.0000
572,938,Pytorch,1,399.0000
573,969,Pytorch,0,400.0000
574,200,Pandas,0,401.0000
575,757,Scipy,0,402.0000
576,517,Matplotlib,0,403.0000
577,754,Scipy,0,404.0000
578,979,Pytorch,0,405.0000
579,295,Numpy,1,405.0000
580,423,Numpy,0,406.0000
581,118,Pandas,1,406.0000
582,337,Numpy,1,406.0000
583,985,Pytorch,0,407.0000
584,947,Pytorch,0,408.0000
585,215,Pandas,1,408.0000
586,924,Sklearn,0,409.0000
587,54,Pandas,0,410.0000
588,880,Sklearn,0,411.0000
589,737,Scipy,1,411.0000
590,847,Sklearn,0,412.0000
591,643,Matplotlib,0,413.0000
592,765,Scipy,0,414.0000
593,446,Numpy,0,415.0000
594,284,Pandas,0,416.0000
595,897,Sklearn,1,416.0000
596,874,Sklearn,0,417.0000
597,99,Pandas,0,418.0000
598,139,Pandas,1,418.0000
599,926,Sklearn,0,419.0000
600,320,Numpy,1,419.0000
601,246,Pandas,1,419.0000
602,23,Pandas,1,419.0000
603,191,Pandas,0,420.0000
604,505,Numpy,0,421.0000
605,264,Pandas,0,422.0000
606,824,Sklearn,1,422.0000
607,465,Numpy,0,423.0000
608,792,Scipy,1,423.0000
609,610,Matplotlib,0,424.0000
610,636,Matplotlib,0,425.0000
611,653,Matplotlib,0,426.0000
612,801,Scipy,1,426.0000
613,520,Matplotlib,0,427.0000
614,436,Numpy,1,427.0000
615,430,Numpy,0,428.0000
616,262,Pandas,1,428.0000
617,242,Pandas,0,429.0000
618,698,Tensorflow,0,430.0000
619,822,Sklearn,1,430.0000
620,656,Matplotlib,0,431.0000
621,594,Matplotlib,0,432.0000
622,907,Sklearn,0,433.0000
623,486,Numpy,1,433.0000
624,103,Pandas,1,433.0000
625,414,Numpy,0,434.0000
626,327,Numpy,0,435.0000
627,104,Pandas,0,436.0000
628,844,Sklearn,1,436.0000
629,906,Sklearn,0,437.0000
630,841,Sklearn,1,437.0000
631,443,Numpy,1,437.0000
632,692,Tensorflow,0,438.0000
633,31,Pandas,1,438.0000
634,676,Tensorflow,0,439.0000
635,383,Numpy,1,439.0000
636,254,Pandas,1,439.0000
637,17,Pandas,0,440.0000
638,24,Pandas,1,440.0000
639,355,Numpy,0,441.0000
640,679,Tensorflow,0,442.0000
641,378,Numpy,1,442.0000
642,782,Scipy,0,443.0000
643,769,Scipy,1,443.0000
644,568,Matplotlib,1,443.0000
645,460,Numpy,0,444.0000
646,19,Pandas,1,444.0000
647,162,Pandas,0,445.0000
648,16,Pandas,1,445.0000
649,899,Sklearn,0,446.0000
650,308,Numpy,0,447.0000
651,968,Pytorch,0,448.0000
652,495,Numpy,1,448.0000
653,325,Numpy,0,449.0000
654,73,Pandas,0,450.0000
655,75,Pandas,0,451.0000
656,515,Matplotlib,0,452.0000
657,831,Sklearn,0,453.0000
658,997,Pytorch,0,454.0000
659,577,Matplotlib,0,455.0000
660,913,Sklearn,1,455.0000
661,958,Pytorch,0,456.0000
662,283,Pandas,0,457.0000
663,574,Matplotlib,0,458.0000
664,456,Numpy,1,458.0000
665,862,Sklearn,0,459.0000
666,639,Matplotlib,0,460.0000
667,466,Numpy,1,460.0000
668,658,Matplotlib,1,460.0000
669,777,Scipy,1,460.0000
670,739,Scipy,1,460.0000
671,27,Pandas,0,461.0000
672,249,Pandas,1,461.0000
673,292,Numpy,1,461.0000
674,477,Numpy,1,461.0000
675,265,Pandas,0,462.0000
676,819,Sklearn,0,463.0000
677,247,Pandas,1,463.0000
678,858,Sklearn,0,464.0000
679,228,Pandas,0,465.0000
680,696,Tensorflow,1,465.0000
681,655,Matplotlib,0,466.0000
682,876,Sklearn,0,467.0000
683,294,Numpy,1,467.0000
684,22,Pandas,1,467.0000
685,210,Pandas,0,468.0000
686,89,Pandas,0,469.0000
687,661,Matplotlib,0,470.0000
688,148,Pandas,0,471.0000
689,485,Numpy,0,472.0000
690,196,Pandas,0,473.0000
691,682,Tensorflow,0,474.0000
692,917,Sklearn,0,475.0000
693,134,Pandas,0,476.0000
694,524,Matplotlib,0,477.0000
695,882,Sklearn,0,478.0000
696,67,Pandas,0,479.0000
697,494,Numpy,0,480.0000
698,866,Sklearn,0,481.0000
699,497,Numpy,1,481.0000
700,989,Pytorch,0,482.0000
701,519,Matplotlib,0,483.0000
702,759,Scipy,1,483.0000
703,625,Matplotlib,1,483.0000
704,957,Pytorch,0,484.0000
705,537,Matplotlib,1,484.0000
706,604,Matplotlib,0,485.0000
707,358,Numpy,0,486.0000
708,722,Scipy,0,487.0000
709,489,Numpy,0,488.0000
710,233,Pandas,1,488.0000
711,109,Pandas,0,489.0000
712,930,Sklearn,0,490.0000
713,412,Numpy,1,490.0000
714,291,Numpy,1,490.0000
715,181,Pandas,1,490.0000
716,587,Matplotlib,0,491.0000
717,838,Sklearn,0,492.0000
718,405,Numpy,0,493.0000
719,391,Numpy,1,493.0000
720,165,Pandas,0,494.0000
721,449,Numpy,1,494.0000
722,846,Sklearn,0,495.0000
723,209,Pandas,0,496.0000
724,401,Numpy,1,496.0000
725,649,Matplotlib,0,497.0000
726,473,Numpy,0,498.0000
727,149,Pandas,0,499.0000
728,959,Pytorch,0,500.0000
729,70,Pandas,0,501.0000
730,255,Pandas,1,501.0000
731,37,Pandas,1,501.0000
732,428,Numpy,1,501.0000
733,886,Sklearn,0,502.0000
734,566,Matplotlib,0,503.0000
735,318,Numpy,0,504.0000
736,681,Tensorflow,0,505.0000
737,770,Scipy,0,506.0000
738,322,Numpy,1,506.0000
739,727,Scipy,1,506.0000
740,965,Pytorch,1,506.0000
741,949,Pytorch,0,507.0000
742,158,Pandas,0,508.0000
743,999,Pytorch,1,508.0000
744,95,Pandas,0,509.0000
745,348,Numpy,0,510.0000
746,487,Numpy,0,511.0000
747,175,Pandas,1,511.0000
748,341,Numpy,1,511.0000
749,804,Scipy,0,512.0000
750,186,Pandas,0,513.0000
751,920,Sklearn,1,513.0000
752,263,Pandas,0,514.0000
753,411,Numpy,0,515.0000
754,257,Pandas,0,516.0000
755,811,Scipy,1,516.0000
756,316,Numpy,1,516.0000
757,251,Pandas,1,516.0000
758,942,Pytorch,1,516.0000
759,600,Matplotlib,1,516.0000
760,506,Numpy,1,516.0000
761,78,Pandas,1,516.0000
762,240,Pandas,0,517.0000
763,760,Scipy,0,518.0000
764,376,Numpy,1,518.0000
765,214,Pandas,1,518.0000
766,549,Matplotlib,0,519.0000
767,418,Numpy,0,520.0000
768,884,Sklearn,0,521.0000
769,270,Pandas,0,522.0000
770,13,Pandas,0,523.0000
771,492,Numpy,0,524.0000
772,161,Pandas,0,525.0000
773,392,Numpy,0,526.0000
774,216,Pandas,0,527.0000
775,207,Pandas,1,527.0000
776,606,Matplotlib,0,528.0000
777,685,Tensorflow,0,529.0000
778,112,Pandas,0,530.0000
779,507,Numpy,0,531.0000
780,18,Pandas,0,532.0000
781,665,Matplotlib,1,532.0000
782,523,Matplotlib,0,533.0000
783,157,Pandas,0,534.0000
784,205,Pandas,0,535.0000
785,335,Numpy,1,535.0000
786,458,Numpy,0,536.0000
787,223,Pandas,1,536.0000
788,928,Sklearn,1,536.0000
789,578,Matplotlib,1,536.0000
790,521,Matplotlib,0,537.0000
791,362,Numpy,0,538.0000
792,895,Sklearn,0,539.0000
793,510,Numpy,0,540.0000
794,571,Matplotlib,0,541.0000
795,919,Sklearn,1,541.0000
796,407,Numpy,0,542.0000
797,826,Sklearn,0,543.0000
798,4,Pandas,0,544.0000
799,94,Pandas,0,545.0000
800,560,Matplotlib,1,545.0000
801,481,Numpy,1,545.0000
802,499,Numpy,0,546.0000
803,323,Numpy,1,546.0000
804,93,Pandas,0,547.0000
805,843,Sklearn,1,547.0000
806,877,Sklearn,0,548.0000
807,763,Scipy,0,549.0000
808,389,Numpy,0,550.0000
809,397,Numpy,0,551.0000
810,564,Matplotlib,1,551.0000
811,32,Pandas,0,552.0000
812,386,Numpy,0,553.0000
813,364,Numpy,1,553.0000
814,667,Tensorflow,0,554.0000
815,453,Numpy,0,555.0000
816,440,Numpy,0,556.0000
817,640,Matplotlib,0,557.0000
818,633,Matplotlib,0,558.0000
819,227,Pandas,0,559.0000
820,369,Numpy,1,559.0000
821,642,Matplotlib,1,559.0000
822,416,Numpy,0,560.0000
823,452,Numpy,0,561.0000
824,81,Pandas,0,562.0000
825,827,Sklearn,1,562.0000
826,820,Sklearn,0,563.0000
827,863,Sklearn,0,564.0000
828,370,Numpy,0,565.0000
829,311,Numpy,1,565.0000
830,450,Numpy,1,565.0000
831,52,Pandas,0,566.0000
832,912,Sklearn,1,566.0000
833,342,Numpy,0,567.0000
834,540,Matplotlib,0,568.0000
835,267,Pandas,1,568.0000
836,721,Scipy,0,569.0000
837,106,Pandas,0,570.0000
838,122,Pandas,0,571.0000
839,396,Numpy,1,571.0000
840,992,Pytorch,0,572.0000
841,533,Matplotlib,0,573.0000
